,concept,overall_mean,overall_sd,overall_scores,last_quarter_mean,last_quarter_sd,last_quarter_scores
30,hg18,0.9108571428571429,0.08073943982253744,"[0.9714285714285714, 0.9142857142857143, 0.9571428571428572, 0.9142857142857143, 0.7428571428571429, 1.0, 0.9285714285714286, 0.8857142857142857, 1.0, 0.9428571428571428, 0.7, 0.9285714285714286, 0.9142857142857143, 0.9428571428571428, 1.0, 0.8857142857142857, 0.8857142857142857, 0.9, 0.7, 0.9428571428571428, 0.9428571428571428, 0.9428571428571428, 0.9285714285714286, 0.9, 1.0]",0.9555555555555554,0.09428090415820632,"[0.8888888888888888, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7777777777777778, 1.0, 1.0, 1.0, 1.0, 0.7777777777777778, 1.0, 1.0, 0.7777777777777778, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
31,hg19,0.8595598845598846,0.15027274410143848,"[0.5694444444444444, 0.9583333333333334, 0.5416666666666666, 0.9166666666666666, 0.8888888888888888, 0.9583333333333334, 0.9305555555555556, 0.9166666666666666, 0.9166666666666666, 0.9305555555555556, 0.9305555555555556, 0.9166666666666666, 0.9722222222222222, 0.9583333333333334, 0.9166666666666666, 0.7714285714285715, 0.4166666666666667, 1.0, 0.9027777777777778, 0.9027777777777778, 0.9166666666666666, 0.7777777777777778]",0.9279482127779342,0.1749261668528562,"[0.5263157894736842, 1.0, 0.5263157894736842, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9411764705882353, 0.42105263157894735, 1.0, 1.0, 1.0, 1.0, 1.0]"
32,hg20,0.9148302561048243,0.053735526235330344,"[0.9315068493150684, 0.9726027397260274, 0.726027397260274, 0.9452054794520548, 0.9315068493150684, 0.9452054794520548, 0.9315068493150684, 0.9315068493150684, 0.9041095890410958, 0.8904109589041096, 0.8356164383561644, 0.9315068493150684, 0.8767123287671232, 0.9452054794520548, 0.958904109589041, 0.8904109589041096, 0.8356164383561644, 0.9452054794520548, 0.9452054794520548, 0.9315068493150684, 0.958904109589041, 0.958904109589041, 0.9178082191780822]",0.9816933638443935,0.03675601465494053,"[0.9473684210526315, 1.0, 0.8947368421052632, 1.0, 1.0, 1.0, 1.0, 0.9473684210526315, 1.0, 1.0, 0.8947368421052632, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8947368421052632, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
33,hg21,0.8411695489392049,0.12208467023573465,"[0.8607594936708861, 0.9240506329113924, 0.9240506329113924, 0.9240506329113924, 0.9620253164556962, 0.6329113924050633, 0.8734177215189873, 0.9746835443037974, 0.8481012658227848, 0.9113924050632911, 0.9240506329113924, 0.9493670886075949, 0.8987341772151899, 0.569620253164557, 0.759493670886076, 0.6835443037974683, 0.9493670886075949, 0.9240506329113924, 0.7887323943661971, 0.759493670886076, 0.8607594936708861, 0.7088607594936709, 0.5569620253164557, 0.9367088607594937, 0.9240506329113924]",0.91,0.14899664425751338,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.65, 0.75, 0.6, 1.0, 0.95, 1.0, 0.75, 1.0, 0.85, 0.65, 1.0, 1.0]"
34,hg22,0.8327020202020203,0.14092430722302365,"[0.5416666666666666, 0.9722222222222222, 0.9305555555555556, 0.9583333333333334, 0.7638888888888888, 0.9444444444444444, 0.9305555555555556, 0.7916666666666666, 0.9444444444444444, 0.6666666666666666, 0.9027777777777778, 0.7361111111111112, 0.625, 0.9444444444444444, 0.9166666666666666, 0.8472222222222222, 0.6527777777777778, 0.9444444444444444, 0.9722222222222222, 0.8472222222222222, 0.9444444444444444, 0.5416666666666666]",0.8755980861244019,0.1749522038160978,"[0.5263157894736842, 1.0, 1.0, 1.0, 0.8947368421052632, 1.0, 1.0, 0.7368421052631579, 1.0, 0.6842105263157895, 1.0, 0.7368421052631579, 0.631578947368421, 1.0, 1.0, 1.0, 0.5789473684210527, 1.0, 1.0, 0.9473684210526315, 1.0, 0.5263157894736842]"
35,hg23,0.9149048625792813,0.10223823653188398,"[0.9418604651162791, 0.9767441860465116, 0.9418604651162791, 0.9418604651162791, 0.9534883720930233, 0.5232558139534884, 0.9186046511627907, 0.9767441860465116, 0.9186046511627907, 0.9767441860465116, 0.9767441860465116, 0.9534883720930233, 0.9534883720930233, 0.8488372093023255, 0.8953488372093024, 0.872093023255814, 0.9767441860465116, 0.9534883720930233, 0.9883720930232558, 0.9767441860465116, 0.9302325581395349, 0.7325581395348837]",0.9586776859504134,0.1006264104288093,"[1.0, 1.0, 1.0, 0.9545454545454546, 1.0, 0.5454545454545454, 1.0, 1.0, 0.9545454545454546, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091, 1.0, 0.8181818181818182, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9090909090909091]"
36,hg24,0.8624401913875599,0.12122720358612228,"[0.9210526315789473, 0.868421052631579, 0.9342105263157895, 0.9736842105263158, 0.8552631578947368, 0.9210526315789473, 0.8421052631578947, 0.8421052631578947, 0.9605263157894737, 0.9605263157894737, 0.5, 0.8552631578947368, 0.9473684210526315, 0.9210526315789473, 0.9210526315789473, 0.75, 0.9078947368421053, 0.8026315789473685, 0.9342105263157895, 0.5394736842105263, 0.881578947368421, 0.9342105263157895]",0.9477272727272728,0.15036113551839175,"[1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 0.45, 1.0, 1.0, 1.0, 1.0, 0.95, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0]"
37,hg25,0.8155467720685113,0.08978511218656558,"[0.8840579710144928, 0.7971014492753623, 0.7536231884057971, 0.8260869565217391, 0.8985507246376812, 0.6521739130434783, 0.6086956521739131, 0.855072463768116, 0.7971014492753623, 0.8405797101449275, 0.8405797101449275, 0.9565217391304348, 0.8405797101449275, 0.8695652173913043, 0.8260869565217391, 0.6086956521739131, 0.8695652173913043, 0.8695652173913043, 0.927536231884058, 0.7681159420289855, 0.855072463768116, 0.7971014492753623]",0.9141414141414143,0.16474248919495035,"[1.0, 1.0, 0.9444444444444444, 0.9444444444444444, 1.0, 0.6111111111111112, 0.6111111111111112, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, 1.0, 1.0, 0.3888888888888889, 1.0, 1.0, 1.0, 0.7777777777777778, 1.0, 1.0]"
38,hg26,0.8168498168498168,0.10617446382027208,"[0.8205128205128205, 0.6794871794871795, 0.782051282051282, 0.8974358974358975, 0.9358974358974359, 0.8589743589743589, 0.8974358974358975, 0.8076923076923077, 0.8076923076923077, 0.8076923076923077, 0.9102564102564102, 0.8461538461538461, 0.7948717948717948, 0.7307692307692307, 0.6538461538461539, 0.9358974358974359, 0.9358974358974359, 0.9102564102564102, 0.5128205128205128, 0.8974358974358975, 0.7307692307692307]",0.8571428571428571,0.13299276232160895,"[0.8, 0.65, 0.8, 1.0, 1.0, 0.85, 1.0, 0.85, 0.8, 0.75, 1.0, 0.8, 0.8, 0.8, 0.8, 1.0, 1.0, 1.0, 0.5, 1.0, 0.8]"
39,hg27,0.751716247139588,0.14571152716340283,"[0.9605263157894737, 0.8947368421052632, 0.75, 0.8947368421052632, 0.7763157894736842, 0.8289473684210527, 0.7368421052631579, 0.6973684210526315, 0.618421052631579, 0.6052631578947368, 0.6052631578947368, 0.7763157894736842, 0.7105263157894737, 0.8157894736842105, 0.9473684210526315, 0.34210526315789475, 0.7236842105263158, 0.8289473684210527, 0.5131578947368421, 0.6710526315789473, 0.9342105263157895, 0.7763157894736842, 0.881578947368421]",0.8826086956521738,0.17607353679405727,"[1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 0.95, 0.8, 0.85, 0.7, 0.7, 1.0, 0.8, 1.0, 1.0, 0.4, 0.9, 1.0, 0.4, 1.0, 1.0, 0.95, 0.95]"
40,hg28,0.7413318657127133,0.12579978766372693,"[0.759493670886076, 0.5949367088607594, 0.5443037974683544, 0.7341772151898734, 0.9240506329113924, 0.810126582278481, 0.6582278481012658, 0.569620253164557, 0.6329113924050633, 0.9113924050632911, 0.4936708860759494, 0.6708860759493671, 0.8354430379746836, 0.8354430379746836, 0.6582278481012658, 0.9240506329113924, 0.7974683544303798, 0.7974683544303798, 0.8227848101265823, 0.810126582278481, 0.6329113924050633, 0.7088607594936709, 0.9240506329113924]",0.8021739130434782,0.19971624483227568,"[0.95, 0.5, 0.45, 1.0, 1.0, 1.0, 0.6, 0.5, 0.7, 1.0, 0.55, 0.6, 1.0, 1.0, 0.55, 0.95, 1.0, 0.95, 0.95, 0.75, 0.75, 0.75, 0.95]"
41,hg29,0.7959866220735784,0.16443984654511817,"[0.9102564102564102, 0.46153846153846156, 0.7435897435897436, 0.8846153846153846, 0.9102564102564102, 0.8846153846153846, 0.5641025641025641, 0.8461538461538461, 0.4230769230769231, 0.8333333333333334, 0.5128205128205128, 0.9487179487179487, 0.8974358974358975, 0.8205128205128205, 0.8589743589743589, 0.8589743589743589, 0.9230769230769231, 0.8717948717948718, 0.5512820512820513, 0.9743589743589743, 0.9358974358974359, 0.9102564102564102, 0.782051282051282]",0.9021739130434783,0.16450073402080537,"[1.0, 0.65, 0.85, 1.0, 1.0, 1.0, 0.5, 0.95, 0.75, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 0.65, 1.0, 1.0, 1.0, 1.0]"
42,hg30,0.7857142857142857,0.14063527894182024,"[0.875, 0.875, 0.875, 0.7361111111111112, 0.9027777777777778, 0.875, 0.8611111111111112, 0.8194444444444444, 0.7916666666666666, 0.8472222222222222, 0.4027777777777778, 0.7083333333333334, 0.5, 0.8194444444444444, 0.7916666666666666, 0.9444444444444444, 0.5138888888888888, 0.8611111111111112, 0.9027777777777778, 0.7638888888888888, 0.8333333333333334]",0.8771929824561404,0.15607416016982723,"[0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 0.9473684210526315, 1.0, 1.0, 1.0, 0.7894736842105263, 0.8421052631578947, 0.9473684210526315, 0.5263157894736842, 0.8947368421052632, 0.42105263157894735, 0.9473684210526315, 0.9473684210526315, 1.0, 0.631578947368421, 0.8947368421052632, 1.0, 0.8947368421052632, 0.8947368421052632]"
43,hg31,0.8229268292682927,0.11819181014656974,"[0.8414634146341463, 0.8658536585365854, 0.8414634146341463, 0.8902439024390244, 0.7682926829268293, 0.8658536585365854, 0.8780487804878049, 0.9024390243902439, 0.7439024390243902, 0.8902439024390244, 0.8292682926829268, 0.8536585365853658, 0.9024390243902439, 0.8536585365853658, 0.7195121951219512, 0.8902439024390244, 0.8902439024390244, 0.8780487804878049, 0.4878048780487805, 0.8658536585365854, 0.9146341463414634, 0.8292682926829268, 0.4268292682926829, 0.8414634146341463, 0.9024390243902439]",0.9085714285714286,0.1529275909460499,"[0.9523809523809523, 0.9523809523809523, 0.8571428571428571, 0.9523809523809523, 0.8095238095238095, 0.9523809523809523, 0.9047619047619048, 1.0, 0.9047619047619048, 1.0, 0.9047619047619048, 1.0, 1.0, 0.9047619047619048, 0.9047619047619048, 1.0, 1.0, 1.0, 0.3333333333333333, 0.9047619047619048, 1.0, 0.9523809523809523, 0.5238095238095238, 1.0, 1.0]"
44,hg32,0.7527066486972148,0.15032331922157502,"[0.8285714285714286, 0.8, 0.6792452830188679, 0.6, 0.9571428571428572, 1.0, 0.6285714285714286, 0.8857142857142857, 0.6857142857142857, 0.7428571428571429, 0.5571428571428572, 0.42857142857142855, 0.7, 0.9428571428571428, 0.9571428571428572, 0.7714285714285715, 0.6714285714285714, 0.8285714285714286, 0.8571428571428571, 0.5571428571428572, 0.6285714285714286, 0.5857142857142857, 0.8714285714285714, 0.9]",0.8657407407407408,0.18138461133481237,"[1.0, 0.9444444444444444, 1.0, 0.5, 1.0, 1.0, 0.6666666666666666, 1.0, 0.7222222222222222, 1.0, 0.7222222222222222, 0.3333333333333333, 0.8888888888888888, 1.0, 1.0, 1.0, 0.8333333333333334, 1.0, 1.0, 0.7222222222222222, 0.8333333333333334, 0.6666666666666666, 0.9444444444444444, 1.0]"
45,hg33,0.8536922015182883,0.07334246566878298,"[0.927536231884058, 0.9420289855072463, 0.8405797101449275, 0.8695652173913043, 0.8985507246376812, 0.8985507246376812, 0.8115942028985508, 0.8115942028985508, 0.8405797101449275, 0.8260869565217391, 0.8405797101449275, 0.855072463768116, 0.855072463768116, 0.5797101449275363, 0.8695652173913043, 0.927536231884058, 0.8840579710144928, 0.8840579710144928, 0.927536231884058, 0.8115942028985508, 0.8260869565217391]",0.9232804232804231,0.12059546370414265,"[1.0, 1.0, 0.8888888888888888, 1.0, 0.7777777777777778, 0.9444444444444444, 1.0, 0.9444444444444444, 0.9444444444444444, 1.0, 1.0, 0.8888888888888888, 0.9444444444444444, 0.4444444444444444, 0.8888888888888888, 0.9444444444444444, 0.8888888888888888, 0.9444444444444444, 1.0, 0.9444444444444444, 1.0]"
46,hg34,0.7291304347826086,0.08833021240221474,"[0.8405797101449275, 0.782608695652174, 0.7536231884057971, 0.4782608695652174, 0.8405797101449275, 0.7391304347826086, 0.7391304347826086, 0.8405797101449275, 0.855072463768116, 0.75, 0.782608695652174, 0.7536231884057971, 0.7536231884057971, 0.5797101449275363, 0.6231884057971014, 0.7101449275362319, 0.6956521739130435, 0.7536231884057971, 0.6666666666666666, 0.782608695652174, 0.6376811594202898, 0.7101449275362319, 0.7536231884057971, 0.6086956521739131, 0.7971014492753623]",0.7779487179487178,0.13312212067799514,"[0.9444444444444444, 0.8888888888888888, 0.8333333333333334, 0.3333333333333333, 0.8888888888888888, 0.6666666666666666, 0.7222222222222222, 0.8888888888888888, 1.0, 0.6153846153846154, 0.9444444444444444, 0.7777777777777778, 0.7222222222222222, 0.6111111111111112, 0.7222222222222222, 0.8333333333333334, 0.8333333333333334, 0.7222222222222222, 0.7777777777777778, 0.8333333333333334, 0.7222222222222222, 0.7777777777777778, 0.7222222222222222, 0.8333333333333334, 0.8333333333333334]"
47,hg35,0.8337595907928387,0.09996941598360345,"[0.7205882352941176, 0.7941176470588235, 0.8235294117647058, 0.9558823529411765, 0.7352941176470589, 0.9411764705882353, 0.8529411764705882, 0.5441176470588235, 0.9264705882352942, 0.75, 0.9411764705882353, 0.8676470588235294, 0.7941176470588235, 0.7058823529411765, 0.9705882352941176, 0.8235294117647058, 0.8088235294117647, 0.9264705882352942, 0.7941176470588235, 0.9264705882352942, 0.8529411764705882, 0.9264705882352942, 0.7941176470588235]",0.9057971014492753,0.12086952660093528,"[0.8333333333333334, 0.9444444444444444, 0.9444444444444444, 1.0, 0.8333333333333334, 1.0, 0.9444444444444444, 0.5555555555555556, 1.0, 0.8333333333333334, 1.0, 1.0, 0.9444444444444444, 0.6666666666666666, 0.9444444444444444, 0.8333333333333334, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, 1.0, 0.7222222222222222]"
48,hg36,0.6580687830687831,0.07466811125610687,"[0.5972222222222222, 0.6805555555555556, 0.6666666666666666, 0.75, 0.5555555555555556, 0.75, 0.6388888888888888, 0.6805555555555556, 0.5833333333333334, 0.7361111111111112, 0.5694444444444444, 0.5694444444444444, 0.8194444444444444, 0.6944444444444444, 0.6944444444444444, 0.6805555555555556, 0.7083333333333334, 0.5277777777777778, 0.6666666666666666, 0.6805555555555556, 0.5694444444444444]",0.6390977443609023,0.12506240551252779,"[0.5789473684210527, 0.6842105263157895, 0.5789473684210527, 0.7368421052631579, 0.47368421052631576, 0.631578947368421, 0.7894736842105263, 0.7368421052631579, 0.5263157894736842, 0.6842105263157895, 0.5263157894736842, 0.631578947368421, 1.0, 0.5789473684210527, 0.6842105263157895, 0.5789473684210527, 0.7368421052631579, 0.5789473684210527, 0.7368421052631579, 0.5263157894736842, 0.42105263157894735]"
49,hg37,0.7485714285714286,0.12970925100361333,"[0.7857142857142857, 0.6, 0.7857142857142857, 0.8714285714285714, 0.6142857142857143, 0.7428571428571429, 0.8714285714285714, 0.8714285714285714, 0.8571428571428571, 0.8, 0.6428571428571429, 0.6428571428571429, 0.6571428571428571, 0.8714285714285714, 0.9, 0.6857142857142857, 0.6428571428571429, 0.4142857142857143, 0.7714285714285715, 0.9428571428571428]",0.8083333333333332,0.20598678490513792,"[0.9444444444444444, 0.8333333333333334, 0.7222222222222222, 1.0, 0.5555555555555556, 0.7777777777777778, 1.0, 1.0, 1.0, 0.8888888888888888, 0.7777777777777778, 0.7222222222222222, 0.7222222222222222, 1.0, 1.0, 0.5555555555555556, 0.5555555555555556, 0.2222222222222222, 0.8888888888888888, 1.0]"
50,hg38,0.6204761904761905,0.12281283808005948,"[0.6071428571428571, 0.6071428571428571, 0.6547619047619048, 0.4880952380952381, 0.6428571428571429, 0.6547619047619048, 0.6785714285714286, 0.47619047619047616, 0.5833333333333334, 0.5952380952380952, 0.8928571428571429, 0.4523809523809524, 0.7619047619047619, 0.6904761904761905, 0.7023809523809523, 0.8571428571428571, 0.8095238095238095, 0.5, 0.6547619047619048, 0.5, 0.7023809523809523, 0.4642857142857143, 0.5476190476190477, 0.5476190476190477, 0.44047619047619047]",0.5727272727272728,0.20164611829835305,"[0.5, 0.45454545454545453, 0.6818181818181818, 0.45454545454545453, 0.6363636363636364, 0.5454545454545454, 0.7727272727272727, 0.3181818181818182, 0.36363636363636365, 0.7272727272727273, 1.0, 0.3181818181818182, 0.6818181818181818, 0.5, 0.5454545454545454, 1.0, 0.8636363636363636, 0.45454545454545453, 0.6363636363636364, 0.5, 0.7272727272727273, 0.45454545454545453, 0.36363636363636365, 0.6363636363636364, 0.18181818181818182]"
51,hg39,0.8019736842105264,0.09345579413318209,"[0.8552631578947368, 0.8421052631578947, 0.8026315789473685, 0.881578947368421, 0.5789473684210527, 0.8289473684210527, 0.6052631578947368, 0.6973684210526315, 0.8552631578947368, 0.7368421052631579, 0.868421052631579, 0.8026315789473685, 0.7105263157894737, 0.8552631578947368, 0.75, 0.8026315789473685, 0.9473684210526315, 0.9078947368421053, 0.868421052631579, 0.8421052631578947]",0.8724999999999999,0.13367404385294848,"[1.0, 1.0, 0.9, 0.9, 0.65, 0.85, 0.55, 0.65, 0.75, 0.85, 0.95, 1.0, 0.8, 1.0, 0.85, 0.8, 1.0, 1.0, 0.95, 1.0]"
52,hg40,0.6620803522289489,0.0972250200417109,"[0.620253164556962, 0.5189873417721519, 0.810126582278481, 0.620253164556962, 0.7088607594936709, 0.6708860759493671, 0.6329113924050633, 0.6329113924050633, 0.6329113924050633, 0.7341772151898734, 0.6582278481012658, 0.5569620253164557, 0.6455696202531646, 0.7215189873417721, 0.8354430379746836, 0.5443037974683544, 0.7088607594936709, 0.4936708860759494, 0.620253164556962, 0.6582278481012658, 0.9240506329113924, 0.6582278481012658, 0.620253164556962]",0.7565217391304349,0.16238999475637475,"[0.55, 0.65, 1.0, 0.65, 0.75, 0.85, 0.55, 0.65, 0.8, 1.0, 0.75, 0.65, 0.75, 0.7, 1.0, 0.5, 0.9, 0.7, 0.6, 0.85, 1.0, 1.0, 0.55]"
53,hg41,0.7083503546531716,0.0892262907008085,"[0.6515151515151515, 0.7534246575342466, 0.6438356164383562, 0.6438356164383562, 0.7808219178082192, 0.7123287671232876, 0.5774647887323944, 0.6986301369863014, 0.6438356164383562, 0.6712328767123288, 0.821917808219178, 0.8356164383561644, 0.547945205479452, 0.6986301369863014, 0.6438356164383562, 0.7808219178082192, 0.7397260273972602, 0.5753424657534246, 0.6164383561643836, 0.7808219178082192, 0.8493150684931506, 0.8767123287671232, 0.7714285714285715, 0.684931506849315]",0.8226774810801514,0.1519548924836988,"[0.4166666666666667, 0.8421052631578947, 0.6842105263157895, 0.631578947368421, 1.0, 0.9473684210526315, 0.7058823529411765, 0.8421052631578947, 0.8947368421052632, 0.8947368421052632, 0.9473684210526315, 0.8947368421052632, 0.5263157894736842, 0.6842105263157895, 0.7894736842105263, 0.8947368421052632, 1.0, 0.7368421052631579, 0.7368421052631579, 0.8421052631578947, 1.0, 1.0, 0.9375, 0.8947368421052632]"
54,hg42,0.7853231106243154,0.11040178022654241,"[0.7951807228915663, 0.7228915662650602, 0.8072289156626506, 0.7590361445783133, 0.7228915662650602, 0.7951807228915663, 0.6144578313253012, 0.7831325301204819, 0.8674698795180723, 0.7469879518072289, 0.8072289156626506, 0.891566265060241, 0.37349397590361444, 0.8433734939759037, 0.8554216867469879, 0.8192771084337349, 0.7831325301204819, 0.891566265060241, 0.8072289156626506, 0.8674698795180723, 0.8795180722891566, 0.8433734939759037]",0.8419913419913421,0.11698328239715725,"[0.8571428571428571, 0.6666666666666666, 0.9047619047619048, 0.8095238095238095, 0.8571428571428571, 0.8571428571428571, 0.5714285714285714, 0.8571428571428571, 0.8571428571428571, 0.8571428571428571, 0.8095238095238095, 1.0, 0.5238095238095238, 0.9047619047619048, 0.8095238095238095, 0.9047619047619048, 0.9047619047619048, 1.0, 0.8571428571428571, 0.8571428571428571, 1.0, 0.8571428571428571]"
55,hg43,0.8572343149807939,0.03875751822705586,"[0.8450704225352113, 0.9014084507042254, 0.8309859154929577, 0.8732394366197183, 0.8309859154929577, 0.9014084507042254, 0.8591549295774648, 0.8309859154929577, 0.8591549295774648, 0.8732394366197183, 0.8591549295774648, 0.8450704225352113, 0.8873239436619719, 0.8873239436619719, 0.7464788732394366, 0.8450704225352113, 0.8873239436619719, 0.9014084507042254, 0.7746478873239436, 0.8450704225352113, 0.8732394366197183, 0.9014084507042254]",0.8308080808080807,0.08116241757569796,"[0.7222222222222222, 0.9444444444444444, 0.7777777777777778, 0.8333333333333334, 0.7222222222222222, 0.9444444444444444, 0.8888888888888888, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.9444444444444444, 0.9444444444444444, 0.8333333333333334, 0.8888888888888888, 0.7222222222222222, 0.6666666666666666, 0.8888888888888888, 0.8888888888888888, 0.7222222222222222, 0.8333333333333334, 0.7777777777777778, 0.8333333333333334]"
56,hg44,0.6670056497175142,0.08539782083887766,"[0.7307692307692307, 0.7435897435897436, 0.6666666666666666, 0.6025641025641025, 0.7307692307692307, 0.6410256410256411, 0.717948717948718, 0.7051282051282052, 0.8333333333333334, 0.5512820512820513, 0.46153846153846156, 0.6410256410256411, 0.717948717948718, 0.7307692307692307, 0.6794871794871795, 0.6538461538461539, 0.5084745762711864, 0.7435897435897436, 0.6282051282051282, 0.7435897435897436, 0.7307692307692307, 0.6410256410256411, 0.7051282051282052, 0.6538461538461539, 0.5128205128205128]",0.6619999999999999,0.143024473430249,"[0.75, 0.65, 0.5, 0.5, 0.7, 0.6, 0.65, 0.65, 1.0, 0.55, 0.35, 0.55, 0.65, 0.85, 0.55, 0.7, 1.0, 0.8, 0.6, 0.55, 0.75, 0.65, 0.65, 0.7, 0.65]"
57,hg45,0.682312252964427,0.12070310792638275,"[0.6136363636363636, 0.6136363636363636, 0.6022727272727273, 0.9204545454545454, 0.8181818181818182, 0.5, 0.7727272727272727, 0.6590909090909091, 0.6022727272727273, 0.8295454545454546, 0.7045454545454546, 0.6590909090909091, 0.6590909090909091, 0.8295454545454546, 0.48863636363636365, 0.9090909090909091, 0.6704545454545454, 0.5454545454545454, 0.5909090909090909, 0.5795454545454546, 0.8295454545454546, 0.6477272727272727, 0.6477272727272727]",0.6937618147448016,0.19632451621878597,"[0.6086956521739131, 0.5217391304347826, 0.43478260869565216, 1.0, 1.0, 0.4782608695652174, 0.8695652173913043, 0.6521739130434783, 0.6086956521739131, 0.9130434782608695, 0.7391304347826086, 0.6956521739130435, 0.6086956521739131, 1.0, 0.4782608695652174, 1.0, 0.7391304347826086, 0.43478260869565216, 0.6956521739130435, 0.4782608695652174, 0.9130434782608695, 0.6086956521739131, 0.4782608695652174]"
58,hg46,0.8524150268336316,0.07457840281100475,"[0.8837209302325582, 0.9186046511627907, 0.7790697674418605, 0.8837209302325582, 0.9069767441860465, 0.9069767441860465, 0.8837209302325582, 0.8837209302325582, 0.9302325581395349, 0.8837209302325582, 0.7674418604651163, 0.7790697674418605, 0.8604651162790697, 0.8488372093023255, 0.7790697674418605, 0.8837209302325582, 0.9302325581395349, 0.9186046511627907, 0.9069767441860465, 0.9186046511627907, 0.813953488372093, 0.872093023255814, 0.7325581395348837, 0.8023255813953488, 0.8837209302325582, 0.6046511627906976]",0.8444055944055944,0.06198285979453091,"[0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.8636363636363636, 0.9545454545454546, 0.8181818181818182, 0.7272727272727273, 0.8636363636363636, 0.9090909090909091, 0.6818181818181818, 0.8181818181818182, 0.8181818181818182, 0.8181818181818182, 0.7727272727272727, 0.9545454545454546, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 0.8636363636363636, 0.8181818181818182, 0.9090909090909091, 0.9090909090909091, 0.8636363636363636, 0.8181818181818182, 0.8636363636363636]"
59,hg47,0.6839872746553552,0.08000215347357822,"[0.7682926829268293, 0.4268292682926829, 0.7439024390243902, 0.7073170731707317, 0.7317073170731707, 0.6951219512195121, 0.6585365853658537, 0.6585365853658537, 0.7195121951219512, 0.6097560975609756, 0.8048780487804879, 0.6829268292682927, 0.5975609756097561, 0.7073170731707317, 0.8170731707317073, 0.6829268292682927, 0.7195121951219512, 0.6951219512195121, 0.6463414634146342, 0.5853658536585366, 0.6585365853658537, 0.7560975609756098, 0.6585365853658537]",0.7246376811594203,0.10504058711358857,"[0.7619047619047619, 0.5238095238095238, 0.7619047619047619, 0.8095238095238095, 0.7142857142857143, 0.8095238095238095, 0.7142857142857143, 0.7142857142857143, 0.7619047619047619, 0.42857142857142855, 0.8571428571428571, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.9047619047619048, 0.7619047619047619, 0.8095238095238095, 0.6190476190476191, 0.8571428571428571, 0.6666666666666666, 0.6666666666666666, 0.7619047619047619, 0.7619047619047619]"
60,hg48,0.7394796849087895,0.12443561024015828,"[0.4626865671641791, 0.7313432835820896, 0.835820895522388, 0.6417910447761194, 0.6865671641791045, 0.6567164179104478, 0.835820895522388, 0.5671641791044776, 0.47761194029850745, 0.835820895522388, 0.7014925373134329, 0.7611940298507462, 0.8805970149253731, 0.7313432835820896, 0.9104477611940298, 0.7014925373134329, 0.7313432835820896, 0.8955223880597015, 0.5833333333333334, 0.8208955223880597, 0.7910447761194029, 0.9104477611940298, 0.7611940298507462, 0.835820895522388]",0.8274509803921569,0.1528531672368386,"[0.35294117647058826, 0.7647058823529411, 0.8823529411764706, 0.6470588235294118, 0.8823529411764706, 0.6470588235294118, 1.0, 0.8235294117647058, 0.8823529411764706, 1.0, 0.9411764705882353, 0.7058823529411765, 0.8823529411764706, 0.6470588235294118, 1.0, 0.7647058823529411, 1.0, 1.0, 0.8, 0.8235294117647058, 0.7647058823529411, 1.0, 0.8823529411764706, 0.7647058823529411]"
