,concept,overall_mean,overall_sd,overall_scores,last_quarter_mean,last_quarter_sd,last_quarter_scores
61,hg49,0.6492628992628992,0.08921871232825432,"[0.5675675675675675, 0.6891891891891891, 0.7297297297297297, 0.5675675675675675, 0.5405405405405406, 0.581081081081081, 0.6081081081081081, 0.7027027027027027, 0.7702702702702703, 0.5675675675675675, 0.7702702702702703, 0.6621621621621622, 0.4594594594594595, 0.6081081081081081, 0.7297297297297297, 0.6621621621621622, 0.5540540540540541, 0.6486486486486487, 0.8243243243243243, 0.6216216216216216, 0.7567567567567568, 0.6621621621621622]",0.6267942583732057,0.19687120202335867,"[0.42105263157894735, 0.5263157894736842, 0.7368421052631579, 0.3684210526315789, 0.3684210526315789, 0.47368421052631576, 0.42105263157894735, 1.0, 0.8947368421052632, 0.5789473684210527, 0.8421052631578947, 0.42105263157894735, 0.3684210526315789, 0.7894736842105263, 0.7894736842105263, 0.5263157894736842, 0.7368421052631579, 0.631578947368421, 0.8947368421052632, 0.6842105263157895, 0.8421052631578947, 0.47368421052631576]"
62,hg50,0.8102477477477477,0.13116227439571598,"[0.9324324324324325, 0.9594594594594594, 0.6081081081081081, 0.8378378378378378, 0.7702702702702703, 0.8648648648648649, 0.8108108108108109, 0.4864864864864865, 0.8108108108108109, 0.8513513513513513, 0.9864864864864865, 0.9594594594594594, 0.6891891891891891, 0.6216216216216216, 0.5945945945945946, 0.9054054054054054, 0.7432432432432432, 0.8243243243243243, 0.8378378378378378, 0.918918918918919, 0.8513513513513513, 0.7027027027027027, 0.9459459459459459, 0.9324324324324325]",0.8771929824561404,0.15394674363845826,"[1.0, 1.0, 0.6842105263157895, 0.8947368421052632, 0.7368421052631579, 0.8947368421052632, 0.9473684210526315, 0.5263157894736842, 1.0, 0.8947368421052632, 1.0, 1.0, 0.6842105263157895, 0.7894736842105263, 0.5789473684210527, 1.0, 0.631578947368421, 1.0, 1.0, 1.0, 1.0, 0.7894736842105263, 1.0, 1.0]"
63,hg51,0.8519537699504679,0.1095557535277343,"[0.8860759493670886, 0.8987341772151899, 0.8607594936708861, 0.810126582278481, 0.9367088607594937, 0.7215189873417721, 0.8860759493670886, 0.8734177215189873, 0.8354430379746836, 0.9240506329113924, 0.8860759493670886, 0.8481012658227848, 0.9367088607594937, 0.9367088607594937, 0.3924050632911392, 0.8860759493670886, 0.8481012658227848, 0.8607594936708861, 0.8481012658227848, 0.8227848101265823, 0.9367088607594937, 0.9113924050632911, 0.8481012658227848]",0.8804347826086957,0.11585141386499329,"[0.85, 0.9, 0.95, 0.75, 1.0, 0.8, 1.0, 0.9, 0.8, 1.0, 1.0, 0.85, 1.0, 1.0, 0.5, 0.85, 0.9, 0.8, 0.9, 0.75, 1.0, 0.9, 0.85]"
64,hg52,0.8855005753739932,0.1120207506060025,"[0.5316455696202531, 0.9873417721518988, 0.9620253164556962, 0.9873417721518988, 0.9113924050632911, 0.9240506329113924, 0.7848101265822784, 0.9873417721518988, 0.9240506329113924, 0.9367088607594937, 0.9493670886075949, 0.9620253164556962, 0.9240506329113924, 0.7341772151898734, 0.6708860759493671, 0.9620253164556962, 0.8481012658227848, 0.8607594936708861, 0.9367088607594937, 0.9240506329113924, 0.9367088607594937, 0.8354430379746836]",0.9090909090909091,0.11143318792846602,"[0.45, 0.95, 0.9, 0.95, 0.75, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.85, 0.95, 0.9, 0.9, 0.95, 0.95, 0.95, 1.0, 0.95]"
65,hg53,0.8421404682274248,0.09785109590854714,"[0.7846153846153846, 0.8153846153846154, 0.8923076923076924, 0.9076923076923077, 0.8923076923076924, 0.7846153846153846, 0.8307692307692308, 0.8307692307692308, 0.9076923076923077, 0.9076923076923077, 0.5076923076923077, 0.6615384615384615, 0.7230769230769231, 0.8769230769230769, 0.8769230769230769, 0.8461538461538461, 0.8461538461538461, 0.8923076923076924, 0.9076923076923077, 0.8769230769230769, 0.9538461538461539, 0.9230769230769231, 0.9230769230769231]",0.959079283887468,0.11299602063618683,"[1.0, 1.0, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9411764705882353, 1.0, 0.47058823529411764, 0.8235294117647058, 0.8823529411764706, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
66,hg54,0.8597222222222222,0.16935524367338256,"[0.9333333333333333, 0.9666666666666667, 0.9555555555555556, 0.9222222222222223, 0.9444444444444444, 0.7888888888888889, 0.8888888888888888, 0.9777777777777777, 0.9222222222222223, 0.3, 0.9777777777777777, 0.8888888888888888, 0.9333333333333333, 0.9, 0.8555555555555555, 0.9555555555555556, 0.4888888888888889, 0.9666666666666667, 0.5222222222222223, 0.9777777777777777, 0.8888888888888888, 0.9, 0.8555555555555555, 0.9222222222222223]",0.947463768115942,0.14635842544880348,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9565217391304348, 1.0, 1.0, 1.0, 0.391304347826087, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8695652173913043, 1.0, 0.5652173913043478, 1.0, 1.0, 0.9565217391304348, 1.0, 1.0]"
67,hg55,0.8427095292766934,0.08863843812100501,"[0.782051282051282, 0.6666666666666666, 0.7948717948717948, 0.9358974358974359, 0.9230769230769231, 0.7307692307692307, 0.6865671641791045, 0.8589743589743589, 0.9230769230769231, 0.8205128205128205, 0.9230769230769231, 0.8717948717948718, 0.9230769230769231, 0.9230769230769231, 0.8717948717948718, 0.8846153846153846, 0.9358974358974359, 0.8076923076923077, 0.8589743589743589, 0.717948717948718, 0.9615384615384616, 0.9358974358974359, 0.7692307692307693, 0.717948717948718]",0.8706018518518519,0.15735957197987666,"[0.75, 0.7, 0.9, 1.0, 1.0, 0.5, 0.4444444444444444, 0.85, 0.95, 0.85, 1.0, 0.95, 1.0, 1.0, 0.9, 1.0, 1.0, 0.95, 0.8, 0.8, 1.0, 1.0, 0.9, 0.65]"
68,hg56,0.7076470588235294,0.09030130264572914,"[0.6176470588235294, 0.6029411764705882, 0.7794117647058824, 0.6764705882352942, 0.7058823529411765, 0.6911764705882353, 0.6911764705882353, 0.7058823529411765, 0.6617647058823529, 0.7647058823529411, 0.7941176470588235, 0.7647058823529411, 0.6176470588235294, 0.8676470588235294, 0.6764705882352942, 0.47058823529411764, 0.6911764705882353, 0.7205882352941176, 0.6029411764705882, 0.7794117647058824, 0.8235294117647058, 0.8823529411764706, 0.7352941176470589, 0.6176470588235294, 0.75]",0.7333333333333333,0.13877773329774215,"[0.6111111111111112, 0.5555555555555556, 0.8333333333333334, 0.6111111111111112, 0.6111111111111112, 0.8888888888888888, 0.7777777777777778, 0.7777777777777778, 0.7222222222222222, 0.7222222222222222, 0.7777777777777778, 0.7777777777777778, 0.6666666666666666, 1.0, 0.6111111111111112, 0.3888888888888889, 0.7222222222222222, 0.7222222222222222, 0.6111111111111112, 0.8888888888888888, 0.9444444444444444, 0.9444444444444444, 0.7222222222222222, 0.6111111111111112, 0.8333333333333334]"
69,hg57,0.6520270270270271,0.0934006049087566,"[0.6081081081081081, 0.8918918918918919, 0.6486486486486487, 0.6486486486486487, 0.6216216216216216, 0.6081081081081081, 0.6621621621621622, 0.6081081081081081, 0.4594594594594595, 0.6351351351351351, 0.5, 0.5945945945945946, 0.6756756756756757, 0.8648648648648649, 0.5945945945945946, 0.6351351351351351, 0.6216216216216216, 0.7027027027027027, 0.7027027027027027, 0.5540540540540541, 0.7567567567567568, 0.6486486486486487, 0.7027027027027027, 0.7027027027027027]",0.6885964912280702,0.16775957455180068,"[0.5789473684210527, 1.0, 0.7894736842105263, 0.5263157894736842, 0.42105263157894735, 0.631578947368421, 0.6842105263157895, 0.6842105263157895, 0.42105263157894735, 0.7368421052631579, 0.42105263157894735, 0.5263157894736842, 0.6842105263157895, 1.0, 0.631578947368421, 0.5789473684210527, 0.6842105263157895, 0.8421052631578947, 0.8947368421052632, 0.5263157894736842, 0.8421052631578947, 0.8947368421052632, 0.7368421052631579, 0.7894736842105263]"
70,hg58,0.6509661835748792,0.11359721309123827,"[0.5833333333333334, 0.6527777777777778, 0.6111111111111112, 0.3611111111111111, 0.7638888888888888, 0.5555555555555556, 0.625, 0.7222222222222222, 0.5, 0.8194444444444444, 0.6805555555555556, 0.6944444444444444, 0.5833333333333334, 0.5555555555555556, 0.6944444444444444, 0.7916666666666666, 0.7916666666666666, 0.5555555555555556, 0.8611111111111112, 0.625, 0.75, 0.5833333333333334, 0.6111111111111112]",0.7116704805491989,0.20287560878079178,"[0.631578947368421, 0.631578947368421, 0.7368421052631579, 0.15789473684210525, 0.7368421052631579, 0.9473684210526315, 0.8421052631578947, 0.7894736842105263, 0.5789473684210527, 0.8947368421052632, 0.7894736842105263, 0.7368421052631579, 0.7894736842105263, 0.47368421052631576, 0.8421052631578947, 0.7368421052631579, 1.0, 0.42105263157894735, 1.0, 0.7368421052631579, 0.8947368421052632, 0.3684210526315789, 0.631578947368421]"
71,hg59,0.7727272727272726,0.17235784630639037,"[0.9014084507042254, 0.4507042253521127, 0.5352112676056338, 0.5070422535211268, 0.9295774647887324, 0.9436619718309859, 0.7887323943661971, 0.9577464788732394, 0.7605633802816901, 0.704225352112676, 0.7887323943661971, 0.5633802816901409, 0.9577464788732394, 0.9577464788732394, 0.7464788732394366, 0.5070422535211268, 0.8169014084507042, 0.9154929577464789, 0.5492957746478874, 0.9154929577464789, 0.8591549295774648, 0.9436619718309859]",0.8535353535353534,0.19858185102361106,"[1.0, 0.5555555555555556, 0.6111111111111112, 0.4444444444444444, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5555555555555556, 0.8888888888888888, 0.6666666666666666, 1.0, 1.0, 1.0, 0.6111111111111112, 1.0, 1.0, 0.5555555555555556, 1.0, 0.8888888888888888, 1.0]"
72,hg60,0.7366666666666667,0.16791752825805975,"[0.9066666666666666, 0.5466666666666666, 0.92, 0.84, 0.9333333333333333, 0.5466666666666666, 0.92, 0.6533333333333333, 0.8666666666666667, 0.49333333333333335, 0.49333333333333335, 0.5866666666666667, 0.6, 0.9466666666666667, 0.7866666666666666, 0.64, 0.49333333333333335, 0.9066666666666666, 0.5333333333333333, 0.88, 0.88, 0.8933333333333333, 0.8133333333333334, 0.6]",0.8245614035087719,0.1979037574154119,"[1.0, 0.5263157894736842, 1.0, 0.8947368421052632, 1.0, 0.5789473684210527, 1.0, 0.5789473684210527, 1.0, 0.631578947368421, 0.631578947368421, 0.5263157894736842, 0.5789473684210527, 1.0, 1.0, 0.6842105263157895, 0.5789473684210527, 1.0, 0.631578947368421, 1.0, 1.0, 1.0, 1.0, 0.9473684210526315]"
73,hg61,0.7301136363636364,0.1103026628313476,"[0.609375, 0.78125, 0.734375, 0.734375, 0.609375, 0.8125, 0.578125, 0.65625, 0.796875, 0.671875, 0.859375, 0.78125, 0.71875, 0.5625, 0.625, 0.890625, 0.671875, 0.59375, 0.859375, 0.90625, 0.6875, 0.921875]",0.6844919786096256,0.2687132519016281,"[0.35294117647058826, 1.0, 0.5294117647058824, 0.5294117647058824, 0.29411764705882354, 1.0, 0.29411764705882354, 0.47058823529411764, 0.7058823529411765, 0.6470588235294118, 1.0, 0.9411764705882353, 0.6470588235294118, 0.5882352941176471, 0.4117647058823529, 1.0, 0.23529411764705882, 0.5882352941176471, 1.0, 1.0, 0.8235294117647058, 1.0]"
74,hg62,0.8008373205741628,0.1086691381848038,"[0.7236842105263158, 0.8552631578947368, 0.9078947368421053, 0.8421052631578947, 0.7894736842105263, 0.7763157894736842, 0.8421052631578947, 0.8947368421052632, 0.8157894736842105, 0.8026315789473685, 0.868421052631579, 0.7631578947368421, 0.42105263157894735, 0.9078947368421053, 0.8552631578947368, 0.6710526315789473, 0.7894736842105263, 0.8947368421052632, 0.8289473684210527, 0.6578947368421053, 0.7894736842105263, 0.9210526315789473]",0.8727272727272727,0.11650914198160268,"[0.8, 0.9, 1.0, 0.9, 0.9, 0.85, 0.85, 1.0, 0.9, 0.95, 0.9, 0.85, 0.45, 0.9, 0.85, 0.7, 0.85, 0.95, 0.95, 0.8, 0.95, 1.0]"
75,hg63,0.7531571876399462,0.19051970952291294,"[0.961038961038961, 0.5064935064935064, 0.44155844155844154, 0.935064935064935, 0.8831168831168831, 0.7922077922077922, 0.8181818181818182, 0.8571428571428571, 0.42857142857142855, 0.8571428571428571, 0.5172413793103449, 0.7272727272727273, 0.5324675324675324, 0.8051948051948052, 0.5194805194805194, 0.5064935064935064, 0.6233766233766234, 0.5714285714285714, 0.8181818181818182, 0.961038961038961, 0.9090909090909091, 0.974025974025974, 0.961038961038961, 0.948051948051948, 0.974025974025974]",0.8580000000000001,0.2265744910619905,"[1.0, 0.5, 0.4, 1.0, 1.0, 1.0, 1.0, 1.0, 0.35, 1.0, 1.0, 1.0, 0.65, 1.0, 0.5, 0.5, 1.0, 0.65, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0]"
76,hg64,0.6995884773662552,0.18265301251993535,"[0.5061728395061729, 0.5308641975308642, 0.8641975308641975, 0.5308641975308642, 0.5802469135802469, 0.9629629629629629, 0.9135802469135802, 0.7654320987654321, 0.9135802469135802, 0.4567901234567901, 0.5925925925925926, 0.49382716049382713, 0.5432098765432098, 0.9382716049382716, 0.6790123456790124, 0.5061728395061729, 0.49382716049382713, 0.7901234567901234, 0.9259259259259259, 0.7530864197530864, 0.9506172839506173]",0.7278911564625851,0.26252980749943405,"[0.5714285714285714, 0.5714285714285714, 1.0, 0.3333333333333333, 0.23809523809523808, 1.0, 1.0, 0.7619047619047619, 1.0, 0.47619047619047616, 0.6190476190476191, 0.47619047619047616, 0.47619047619047616, 1.0, 0.9047619047619048, 0.5714285714285714, 0.38095238095238093, 1.0, 0.9047619047619048, 1.0, 1.0]"
77,hg65,0.8612244897959184,0.07751520834418565,"[0.7571428571428571, 0.9142857142857143, 0.9285714285714286, 0.8714285714285714, 0.8, 0.7857142857142857, 0.9, 0.9714285714285714, 0.6142857142857143, 0.8571428571428571, 0.8142857142857143, 0.8, 0.9142857142857143, 0.9285714285714286, 0.9142857142857143, 0.8714285714285714, 0.8714285714285714, 0.8714285714285714, 0.9285714285714286, 0.8571428571428571, 0.9142857142857143]",0.9153439153439153,0.07785152893948233,"[0.7777777777777778, 0.8888888888888888, 1.0, 0.8888888888888888, 1.0, 0.8888888888888888, 0.8888888888888888, 1.0, 0.7222222222222222, 0.8888888888888888, 0.8888888888888888, 0.8333333333333334, 0.8888888888888888, 1.0, 1.0, 1.0, 0.8888888888888888, 0.8888888888888888, 1.0, 0.8888888888888888, 1.0]"
78,hg66,0.6623641304347826,0.13603929615829338,"[0.421875, 0.5625, 0.703125, 0.828125, 0.765625, 0.859375, 0.53125, 0.53125, 0.859375, 0.5625, 0.578125, 0.6875, 0.59375, 0.75, 0.578125, 0.796875, 0.890625, 0.5, 0.75, 0.828125, 0.5625, 0.53125, 0.5625]",0.680306905370844,0.2319624008874318,"[0.35294117647058826, 0.6470588235294118, 0.9411764705882353, 0.9411764705882353, 0.9411764705882353, 0.8235294117647058, 0.5882352941176471, 0.5882352941176471, 0.9411764705882353, 0.4117647058823529, 0.5882352941176471, 0.8235294117647058, 0.4117647058823529, 0.7647058823529411, 0.5882352941176471, 0.9411764705882353, 0.9411764705882353, 0.35294117647058826, 0.9411764705882353, 0.9411764705882353, 0.35294117647058826, 0.4117647058823529, 0.4117647058823529]"
79,hg67,0.6570771001150747,0.08958112983212228,"[0.5569620253164557, 0.6708860759493671, 0.8607594936708861, 0.5569620253164557, 0.5822784810126582, 0.759493670886076, 0.6962025316455697, 0.6708860759493671, 0.6582278481012658, 0.5316455696202531, 0.8607594936708861, 0.5316455696202531, 0.6329113924050633, 0.6582278481012658, 0.6582278481012658, 0.6075949367088608, 0.5949367088607594, 0.6329113924050633, 0.7215189873417721, 0.7215189873417721, 0.5822784810126582, 0.7088607594936709]",0.6295454545454544,0.1362309960967792,"[0.4, 0.65, 0.8, 0.65, 0.35, 0.7, 0.7, 0.65, 0.8, 0.65, 1.0, 0.5, 0.6, 0.5, 0.5, 0.55, 0.6, 0.6, 0.65, 0.7, 0.6, 0.7]"
80,hg68,0.5948717948717949,0.1146128032750103,"[0.6282051282051282, 0.6025641025641025, 0.782051282051282, 0.5897435897435898, 0.6666666666666666, 0.5384615384615384, 0.5512820512820513, 0.6025641025641025, 0.5, 0.47435897435897434, 0.47435897435897434, 0.5128205128205128, 0.5512820512820513, 0.5128205128205128, 0.8461538461538461, 0.5769230769230769, 0.44871794871794873, 0.4230769230769231, 0.46153846153846156, 0.5769230769230769, 0.6153846153846154, 0.8076923076923077, 0.6666666666666666, 0.6666666666666666, 0.7948717948717948]",0.556,0.1451344204522139,"[0.7, 0.75, 0.6, 0.4, 0.45, 0.4, 0.45, 0.6, 0.55, 0.35, 0.5, 0.55, 0.35, 0.5, 0.8, 0.65, 0.55, 0.3, 0.35, 0.7, 0.7, 0.7, 0.6, 0.6, 0.8]"
81,hg69,0.8914473684210525,0.1253026115443481,"[0.9342105263157895, 0.9605263157894737, 0.9605263157894737, 0.9605263157894737, 0.9342105263157895, 0.9605263157894737, 0.9342105263157895, 0.5526315789473685, 0.9736842105263158, 0.8289473684210527, 0.9605263157894737, 0.9210526315789473, 0.9210526315789473, 0.5394736842105263, 0.881578947368421, 0.9736842105263158, 0.9605263157894737, 0.9473684210526315, 0.9868421052631579, 0.631578947368421, 0.9210526315789473, 0.881578947368421, 0.9473684210526315, 0.9210526315789473]",0.93125,0.1477698802192111,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 0.55, 0.9, 0.75, 1.0, 1.0]"
82,hg70,0.6402597402597402,0.11801043660304954,"[0.8142857142857143, 0.5428571428571428, 0.5285714285714286, 0.5857142857142857, 0.5857142857142857, 0.5857142857142857, 0.5857142857142857, 0.6142857142857143, 0.6285714285714286, 0.6285714285714286, 0.9285714285714286, 0.6142857142857143, 0.5142857142857142, 0.45714285714285713, 0.7714285714285715, 0.8142857142857143, 0.4857142857142857, 0.5857142857142857, 0.7142857142857143, 0.6142857142857143, 0.8, 0.6857142857142857]",0.7070707070707072,0.20527678215052098,"[1.0, 0.5, 0.6666666666666666, 0.6111111111111112, 0.5, 0.7777777777777778, 0.6111111111111112, 0.6666666666666666, 0.5555555555555556, 0.5555555555555556, 1.0, 1.0, 0.6111111111111112, 0.2777777777777778, 1.0, 0.8333333333333334, 0.5555555555555556, 0.4444444444444444, 0.8888888888888888, 0.6666666666666666, 0.9444444444444444, 0.8888888888888888]"
83,hg71,0.8046398046398047,0.08126769861926121,"[0.8589743589743589, 0.6410256410256411, 0.7564102564102564, 0.7692307692307693, 0.8589743589743589, 0.9102564102564102, 0.8717948717948718, 0.8205128205128205, 0.7307692307692307, 0.7051282051282052, 0.8717948717948718, 0.7051282051282052, 0.9615384615384616, 0.8333333333333334, 0.8717948717948718, 0.8461538461538461, 0.7307692307692307, 0.8461538461538461, 0.8589743589743589, 0.6923076923076923, 0.7564102564102564]",0.8738095238095237,0.1570706904997204,"[1.0, 0.7, 0.9, 0.75, 1.0, 0.95, 1.0, 0.95, 0.65, 0.75, 1.0, 0.5, 1.0, 1.0, 1.0, 0.95, 0.65, 1.0, 0.95, 0.65, 1.0]"
84,hg72,0.6882151029748284,0.10727726860859796,"[0.6578947368421053, 0.6447368421052632, 0.8947368421052632, 0.5263157894736842, 0.6842105263157895, 0.5921052631578947, 0.9210526315789473, 0.6842105263157895, 0.42105263157894735, 0.6973684210526315, 0.7105263157894737, 0.6578947368421053, 0.6842105263157895, 0.6710526315789473, 0.6710526315789473, 0.8289473684210527, 0.6710526315789473, 0.6578947368421053, 0.6973684210526315, 0.7631578947368421, 0.8289473684210527, 0.6710526315789473, 0.5921052631578947]",0.7782608695652175,0.14281798004918997,"[0.65, 0.7, 1.0, 0.45, 0.75, 0.6, 1.0, 0.95, 0.75, 0.9, 0.75, 0.8, 0.85, 0.75, 0.75, 0.95, 0.65, 0.8, 0.8, 0.9, 0.9, 0.75, 0.5]"
85,hg73,0.6435185185185184,0.10055085395383076,"[0.5972222222222222, 0.7222222222222222, 0.4861111111111111, 0.7083333333333334, 0.7222222222222222, 0.6944444444444444, 0.5972222222222222, 0.6666666666666666, 0.8055555555555556, 0.6388888888888888, 0.6111111111111112, 0.8055555555555556, 0.7916666666666666, 0.4861111111111111, 0.6111111111111112, 0.6805555555555556, 0.7361111111111112, 0.5416666666666666, 0.5972222222222222, 0.5416666666666666, 0.4722222222222222]",0.681704260651629,0.17975359475730435,"[0.5789473684210527, 0.6842105263157895, 0.5789473684210527, 0.7894736842105263, 0.8421052631578947, 0.6842105263157895, 0.7894736842105263, 0.7368421052631579, 0.9473684210526315, 0.631578947368421, 0.5263157894736842, 1.0, 0.8421052631578947, 0.21052631578947367, 0.5263157894736842, 0.6842105263157895, 0.8947368421052632, 0.5263157894736842, 0.7894736842105263, 0.5789473684210527, 0.47368421052631576]"
86,hg74,0.5964083175803403,0.1213479549368646,"[0.8478260869565217, 0.6739130434782609, 0.5108695652173914, 0.34782608695652173, 0.6739130434782609, 0.5869565217391305, 0.532608695652174, 0.782608695652174, 0.5978260869565217, 0.6195652173913043, 0.5, 0.40217391304347827, 0.5434782608695652, 0.5217391304347826, 0.5108695652173914, 0.5543478260869565, 0.7717391304347826, 0.6413043478260869, 0.4891304347826087, 0.6630434782608695, 0.7391304347826086, 0.5, 0.7065217391304348]",0.6847826086956521,0.18626853527575293,"[1.0, 0.875, 0.6666666666666666, 0.375, 0.8333333333333334, 0.5416666666666666, 0.5833333333333334, 1.0, 0.6666666666666666, 0.7083333333333334, 0.4583333333333333, 0.3333333333333333, 0.5833333333333334, 0.4583333333333333, 0.625, 0.75, 1.0, 0.7916666666666666, 0.5416666666666666, 0.7916666666666666, 0.8333333333333334, 0.625, 0.7083333333333334]"
87,hg75,0.6022222222222222,0.13453624047073712,"[0.5972222222222222, 0.5, 0.6805555555555556, 0.4444444444444444, 0.7222222222222222, 0.5, 0.3888888888888889, 0.4722222222222222, 0.8055555555555556, 0.75, 0.6388888888888888, 0.8055555555555556, 0.3888888888888889, 0.7361111111111112, 0.6527777777777778, 0.7777777777777778, 0.7916666666666666, 0.4444444444444444, 0.4583333333333333, 0.6388888888888888, 0.4444444444444444, 0.6388888888888888, 0.5416666666666666, 0.5555555555555556, 0.6805555555555556]",0.6484210526315789,0.17659130084640648,"[0.47368421052631576, 0.6842105263157895, 0.8421052631578947, 0.2631578947368421, 0.8421052631578947, 0.47368421052631576, 0.47368421052631576, 0.5263157894736842, 0.8421052631578947, 0.8421052631578947, 0.7368421052631579, 0.7894736842105263, 0.3684210526315789, 0.8421052631578947, 0.7368421052631579, 0.8421052631578947, 0.8421052631578947, 0.5263157894736842, 0.47368421052631576, 0.631578947368421, 0.3684210526315789, 0.6842105263157895, 0.631578947368421, 0.6842105263157895, 0.7894736842105263]"
88,hg76,0.5753424657534245,0.10675028140342138,"[0.4520547945205479, 0.4246575342465753, 0.4246575342465753, 0.4931506849315068, 0.6986301369863014, 0.547945205479452, 0.6438356164383562, 0.547945205479452, 0.6575342465753424, 0.7808219178082192, 0.4383561643835616, 0.726027397260274, 0.4657534246575342, 0.4931506849315068, 0.6438356164383562, 0.4794520547945205, 0.726027397260274, 0.6164383561643836, 0.6438356164383562, 0.5205479452054794, 0.6575342465753424, 0.5753424657534246]",0.6244019138755981,0.16437687451006588,"[0.5789473684210527, 0.42105263157894735, 0.47368421052631576, 0.47368421052631576, 0.7894736842105263, 0.47368421052631576, 0.5789473684210527, 0.5789473684210527, 0.7894736842105263, 0.8947368421052632, 0.5263157894736842, 0.8421052631578947, 0.5263157894736842, 0.631578947368421, 0.7894736842105263, 0.3157894736842105, 0.7368421052631579, 0.9473684210526315, 0.7368421052631579, 0.47368421052631576, 0.5263157894736842, 0.631578947368421]"
89,hg77,0.8649167733674775,0.08521461045803164,"[0.9014084507042254, 0.8732394366197183, 0.9154929577464789, 0.8028169014084507, 0.8591549295774648, 0.8169014084507042, 0.9436619718309859, 0.704225352112676, 0.9014084507042254, 0.7746478873239436, 0.9577464788732394, 0.9295774647887324, 0.9436619718309859, 0.9436619718309859, 0.9014084507042254, 0.8873239436619719, 0.9154929577464789, 0.8591549295774648, 0.9154929577464789, 0.8309859154929577, 0.8591549295774648, 0.5915492957746479]",0.9469696969696969,0.10787883516815064,"[1.0, 0.9444444444444444, 1.0, 0.8888888888888888, 0.8888888888888888, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, 1.0, 0.6111111111111112]"
90,hg78,0.84349811395672,0.13618645271694196,"[0.8666666666666667, 0.9666666666666667, 0.8888888888888888, 0.8666666666666667, 0.9444444444444444, 0.8444444444444444, 0.9555555555555556, 0.9111111111111111, 0.8111111111111111, 0.8777777777777778, 0.9333333333333333, 0.7444444444444445, 0.9111111111111111, 0.7, 0.9222222222222223, 0.9333333333333333, 0.9222222222222223, 0.4777777777777778, 0.7671232876712328, 0.9666666666666667, 0.9555555555555556, 0.7666666666666667, 0.4666666666666667]",0.91650913673598,0.20058849663074457,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9565217391304348, 1.0, 1.0, 1.0, 1.0, 0.7391304347826086, 1.0, 1.0, 1.0, 1.0, 1.0, 0.782608695652174, 0.16666666666666666, 1.0, 1.0, 0.9565217391304348, 0.4782608695652174]"
91,hg79,0.8809523809523809,0.08024729399098109,"[0.9431818181818182, 0.9545454545454546, 0.8181818181818182, 0.9545454545454546, 0.7613636363636364, 0.875, 0.9659090909090909, 0.9659090909090909, 0.9318181818181818, 0.6704545454545454, 0.9090909090909091, 0.9545454545454546, 0.8522727272727273, 0.9090909090909091, 0.8295454545454546, 0.9431818181818182, 0.875, 0.9431818181818182, 0.8068181818181818, 0.8863636363636364, 0.75]",0.9627329192546584,0.09226616958657222,"[1.0, 1.0, 1.0, 1.0, 0.8695652173913043, 1.0, 1.0, 1.0, 1.0, 0.6521739130434783, 1.0, 1.0, 0.9565217391304348, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7391304347826086]"
92,hg80,0.8030888030888034,0.1396648436114743,"[0.9594594594594594, 0.8648648648648649, 0.8108108108108109, 0.8648648648648649, 0.8783783783783784, 0.8918918918918919, 0.9459459459459459, 0.8513513513513513, 0.9324324324324325, 0.9324324324324325, 0.9324324324324325, 0.6081081081081081, 0.7162162162162162, 0.6216216216216216, 0.7972972972972973, 0.8783783783783784, 0.918918918918919, 0.6486486486486487, 0.7837837837837838, 0.5405405405405406, 0.4864864864864865]",0.9147869674185463,0.11539713717515127,"[1.0, 0.9473684210526315, 1.0, 0.8947368421052632, 1.0, 0.8947368421052632, 1.0, 0.7894736842105263, 1.0, 1.0, 1.0, 0.8947368421052632, 1.0, 0.7894736842105263, 1.0, 1.0, 1.0, 0.8421052631578947, 0.8947368421052632, 0.631578947368421, 0.631578947368421]"
