,concept,listnum,first_quarter_sd,first_quarter_se,first_quarter_mean,overall_mean,overall_se,overall_sd,last_quarter_se,last_quarter_mean,last_quarter_firstquartile,last_quarter_firstdecile,last_quarter_firstquintile,last_quarter_median,last_quarter_thirdquartile,last_quarter_firstpercentile,last_quarter_fifthpercentile,last_quarter_sd
91,hg33,L2,0.12059546370414267,0.029482818446042395,0.6825396825396826,0.8536922015182883,0.016399873887284335,0.07334246566878298,0.02696596546205716,0.9232804232804231,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9444444444444444,1.0,0.5111111111111111,0.7777777777777778,0.12059546370414267
92,hg34,L1,0.14750150632280914,0.02282681180572807,0.5745614035087718,0.7005555555555555,0.019983554698812463,0.09583776157240881,0.030756190163436458,0.7763157894736842,0.6842105263157895,0.5578947368421052,0.6842105263157895,0.7894736842105263,0.868421052631579,0.4736842105263157,0.481578947368421,0.14750150632280914
93,hg34,L2,0.13203526926296089,0.028515066827405792,0.5652173913043478,0.7277882797731567,0.01960472487221682,0.09195431050764813,0.028150013991069173,0.7898550724637682,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8333333333333334,0.8611111111111112,0.39444444444444443,0.6222222222222222,0.13203526926296089
94,hg35,L1,0.14793691418477134,0.03845449940128033,0.6590909090909091,0.7681242807825086,0.03113330090896969,0.14267070804919108,0.03228248130142385,0.8931818181818181,0.9,0.755,0.86,0.95,1.0,0.413,0.655,0.14793691418477134
95,hg35,L2,0.12093698636866382,0.02736149134848161,0.6700767263427111,0.8337595907928387,0.021313551101356267,0.09996941598360344,0.02578385212768782,0.9028132992327366,0.8235294117647058,0.7294117647058824,0.8235294117647058,0.9411764705882352,1.0,0.6011764705882353,0.6529411764705882,0.12093698636866382
96,hg36,L1,0.1639227248499189,0.018775144171146677,0.6708333333333334,0.6677215189873418,0.018178995716892497,0.08718340072123994,0.03418025092271993,0.6604166666666668,0.55,0.5,0.53,0.65,0.7124999999999999,0.41150000000000003,0.4575,0.1639227248499189
97,hg36,L2,0.12884439853847535,0.023409335244051793,0.5634920634920635,0.6580687830687831,0.016696297252017215,0.07466811125610687,0.028810483365210544,0.6455026455026455,0.5555555555555556,0.5,0.5,0.6111111111111112,0.7222222222222222,0.45555555555555555,0.5,0.12884439853847535
98,hg37,L1,0.1783062236732722,0.021913285395639158,0.6050420168067226,0.7086834733893558,0.0337582955089995,0.1509716871252975,0.03987048369447189,0.84593837535014,0.7058823529411765,0.5882352941176471,0.7058823529411765,1.0,1.0,0.5294117647058824,0.5294117647058824,0.1783062236732722
99,hg37,L2,0.20598678490513794,0.027179223709103605,0.7250000000000001,0.7485714285714286,0.02975734300879485,0.12970925100361333,0.04725660942664977,0.8083333333333332,0.7222222222222222,0.5555555555555556,0.6888888888888889,0.8611111111111112,1.0,0.28555555555555556,0.538888888888889,0.20598678490513794
100,hg38,L1,0.15954157683572337,0.022787592598105526,0.5238095238095238,0.6357142857142858,0.02101030278528255,0.0939609305114899,0.035674581104218325,0.6380952380952382,0.55,0.45,0.45,0.6,0.75,0.4,0.4,0.15954157683572337
101,hg38,L2,0.19955506062794354,0.025684874420531793,0.6304761904761904,0.6204761904761905,0.025069065596599754,0.1228128380800595,0.04073400617738525,0.5847619047619047,0.4761904761904761,0.3333333333333333,0.419047619047619,0.5714285714285714,0.7142857142857143,0.22476190476190472,0.3333333333333333,0.19955506062794354
102,hg39,L1,0.13348689074212494,0.021236450788803273,0.6925000000000001,0.7532051282051282,0.01921670650915856,0.08376368170110243,0.030623993001704087,0.8075000000000001,0.7,0.64,0.69,0.85,0.8625,0.55,0.55,0.13348689074212494
103,hg39,L2,0.13912568303038214,0.027107212903545858,0.6105263157894736,0.8019736842105264,0.02144022959552011,0.0934557941331821,0.031917620672658284,0.881578947368421,0.7894736842105263,0.6789473684210526,0.7894736842105263,0.9210526315789473,1.0,0.5463157894736842,0.6263157894736842,0.13912568303038214
104,hg40,L1,0.17827930980064072,0.02490409561265936,0.606060606060606,0.7045454545454545,0.021811339686673162,0.09995211512257417,0.03890373485742469,0.7012987012987013,0.5833333333333333,0.5238095238095238,0.5333333333333333,0.6666666666666667,0.7976190476190477,0.4009523809523809,0.4785714285714285,0.17827930980064072
105,hg40,L2,0.16238999475637478,0.020851441405707476,0.55,0.6620803522289489,0.020728443920581343,0.09722502004171088,0.03462166321104293,0.7565217391304349,0.65,0.55,0.62,0.75,0.875,0.511,0.55,0.16238999475637478
106,hg41,L1,0.11178901048324529,0.0216120421621785,0.6631016042780747,0.8326446280991735,0.017366534393718495,0.07958345841826903,0.02439436201922302,0.8502673796791442,0.7794117647058822,0.7058823529411765,0.7647058823529411,0.8823529411764706,0.9411764705882352,0.6005882352941176,0.65,0.11178901048324529
107,hg41,L2,0.12993966312597216,0.019381067598176652,0.581453634085213,0.7142857142857144,0.019880117572133534,0.08890658858395732,0.02905539197230966,0.8421052631578947,0.7368421052631579,0.6842105263157895,0.7368421052631579,0.8947368421052632,0.9473684210526316,0.5473684210526315,0.631578947368421,0.12993966312597216
108,hg42,L1,0.09846445010197488,0.022295685667194146,0.6113636363636363,0.7727272727272727,0.011478855246848609,0.05260272306012476,0.021486704564500102,0.8295454545454547,0.8,0.7,0.76,0.85,0.9,0.5815,0.7,0.09846445010197488
109,hg42,L2,0.11698328239715725,0.023182847430706942,0.6904761904761905,0.7853231106243154,0.024091643559333787,0.11040178022654241,0.02552784507758896,0.8419913419913421,0.8214285714285714,0.680952380952381,0.8095238095238095,0.8571428571428571,0.9047619047619048,0.5338095238095238,0.5761904761904761,0.11698328239715725
110,hg43,L1,0.14293213742520253,0.027537717772227206,0.7784679089026917,0.8566252587991718,0.02090936571952189,0.09807361849875723,0.030473234089291742,0.9358178053830228,0.9523809523809524,0.8,0.9523809523809524,1.0,1.0,0.44380952380952376,0.6761904761904761,0.14293213742520253
111,hg43,L2,0.08116241757569796,0.02626632600572592,0.7323232323232325,0.8572343149807939,0.008457583858291151,0.038757518227055865,0.01771109152982144,0.8308080808080807,0.7777777777777778,0.7222222222222222,0.7333333333333333,0.8333333333333334,0.8888888888888888,0.6783333333333333,0.7222222222222222,0.08116241757569796
112,hg44,L1,0.1366974775848912,0.03232418703598557,0.7304347826086959,0.6934225195094763,0.02255287438589065,0.10578235744889965,0.02914400014510381,0.6391304347826087,0.55,0.46,0.55,0.65,0.7,0.361,0.405,0.1366974775848912
113,hg44,L2,0.12786643965047625,0.020393916635820408,0.5791666666666666,0.673611111111111,0.016818533975521525,0.08065885541571212,0.026661995741283372,0.6479166666666667,0.55,0.515,0.55,0.65,0.7,0.3845,0.5,0.12786643965047625
114,hg45,L1,0.14830350363662648,0.03377658705045589,0.6489898989898991,0.7188311688311688,0.023674067938220855,0.10848820833442421,0.03236247767819045,0.7954545454545456,0.7222222222222222,0.5722222222222223,0.7222222222222222,0.8333333333333334,0.875,0.4561111111111111,0.5027777777777778,0.14830350363662648
115,hg45,L2,0.19201514310657897,0.015606847919859144,0.6561264822134387,0.682312252964427,0.02573398907625337,0.12070310792638277,0.040937766061447695,0.6936758893280632,0.5,0.5,0.5,0.6363636363636364,0.8863636363636365,0.4545454545454545,0.45909090909090905,0.19201514310657897
116,hg46,L1,0.07931808132255441,0.021516574145596757,0.7222222222222221,0.8233333333333335,0.013691185473536682,0.0670728367679403,0.01619073555140325,0.831111111111111,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5666666666666667,0.7777777777777778,0.07931808132255441
117,hg46,L2,0.061982859794530915,0.03178550539122662,0.7692307692307693,0.8524150268336316,0.014915680562200951,0.07457840281100475,0.012396571958906186,0.8444055944055944,0.8181818181818182,0.7954545454545454,0.8181818181818182,0.8181818181818182,0.8977272727272728,0.6931818181818181,0.7386363636363636,0.061982859794530915
118,hg47,L1,0.08225876900662743,0.024317053030218486,0.662280701754386,0.7381756756756758,0.016981012454648427,0.08143807482776882,0.017152139020473182,0.7828947368421053,0.7236842105263157,0.6842105263157895,0.6842105263157895,0.7894736842105263,0.8026315789473684,0.6436842105263157,0.6842105263157895,0.08225876900662743
119,hg47,L2,0.10504058711358857,0.027910198402634024,0.6149068322981366,0.6839872746553552,0.017056516430558367,0.08000215347357822,0.02239472841903099,0.7246376811594203,0.6666666666666666,0.6285714285714286,0.6666666666666666,0.7619047619047619,0.7857142857142857,0.4495238095238095,0.5333333333333333,0.10504058711358857
120,hg48,L1,0.13045485413033617,0.03904207435652766,0.7231121281464532,0.7768878718535469,0.019231593130391245,0.0902041675052991,0.027813068352654336,0.780320366132723,0.736842105263158,0.631578947368421,0.6842105263157895,0.7894736842105263,0.8421052631578947,0.4147368421052631,0.5842105263157895,0.13045485413033617
121,hg48,L2,0.15603119225237488,0.0446323036978667,0.6572890025575447,0.7462686567164178,0.026156247978683947,0.12268367773706888,0.0332659619620263,0.8286445012787723,0.7647058823529411,0.6470588235294118,0.7294117647058824,0.8823529411764706,0.9705882352941175,0.41764705882352937,0.6470588235294118,0.15603119225237488
122,hg49,L1,0.14730709475544362,0.02473790196807271,0.6181818181818182,0.6687500000000001,0.023446742405656897,0.10744647187405372,0.03214504343432632,0.7022727272727273,0.6,0.55,0.56,0.7,0.8,0.42100000000000004,0.5025000000000001,0.14730709475544362
123,hg49,L2,0.19687120202335873,0.01560054606850065,0.5191387559808611,0.6492628992628992,0.019469119173843582,0.08921871232825432,0.04296081835376117,0.6267942583732057,0.4342105263157894,0.3736842105263158,0.4210526315789473,0.6052631578947368,0.7894736842105263,0.3684210526315789,0.3684210526315789,0.19687120202335873
124,hg50,L1,0.2037176164656435,0.03680537765507636,0.6843434343434343,0.8045454545454546,0.0316574892933123,0.1450728409988577,0.044454828469037776,0.893939393939394,0.8472222222222222,0.7833333333333333,0.8333333333333334,1.0,1.0,0.22499999999999992,0.4611111111111111,0.2037176164656435
125,hg50,L2,0.15394674363845828,0.024179082821475253,0.6973684210526315,0.8102477477477477,0.027349224792015975,0.13116227439571596,0.03210011504576783,0.8771929824561404,0.7763157894736842,0.6473684210526316,0.7157894736842105,0.9736842105263158,1.0,0.5384210526315789,0.5868421052631579,0.15394674363845828
126,hg51,L1,0.10965761892558924,0.03569804825688162,0.6749999999999999,0.8255681818181819,0.02091128176457356,0.09582753156470808,0.023929254250244513,0.8954545454545454,0.9,0.8,0.8200000000000001,0.95,0.95,0.5525,0.7525000000000001,0.10965761892558924
127,hg51,L2,0.11585141386499329,0.025113593109288655,0.7782608695652173,0.8519537699504677,0.02335736513299165,0.1095557535277343,0.02469960442682687,0.8804347826086957,0.825,0.76,0.8,0.9,1.0,0.555,0.75,0.11585141386499329
128,hg52,L1,0.06487491201346024,0.03226850977462245,0.7904040404040402,0.8920454545454546,0.010693348010962247,0.04900307669273996,0.014156866428822931,0.8888888888888886,0.8472222222222222,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.7016666666666667,0.8333333333333334,0.06487491201346024
129,hg52,L2,0.11143318792846599,0.04077961714313672,0.7704545454545454,0.8855005753739932,0.024444931859894135,0.11202075060600253,0.024316715172020702,0.9090909090909091,0.9125,0.855,0.9,0.95,0.95,0.513,0.755,0.11143318792846599
130,hg53,L1,0.03288929924609455,0.03998048692207191,0.7966507177033493,0.9414694894146948,0.011335728391442085,0.05194683341124336,0.0071770334928229675,0.9928229665071769,1.0,1.0,1.0,1.0,1.0,0.8752631578947369,1.0,0.03288929924609455
131,hg53,L2,0.11299602063618683,0.038510142406036445,0.6879795396419437,0.8421404682274248,0.020861923743883792,0.09785109590854713,0.024090832544968372,0.959079283887468,1.0,0.8941176470588235,0.9647058823529411,1.0,1.0,0.548235294117647,0.8294117647058823,0.11299602063618683
132,hg54,L1,0.057371043319596984,0.046022572154939476,0.81203007518797,0.8815958815958818,0.018460731387105602,0.08255890059186421,0.012828555280270406,0.9448621553884712,0.9473684210526316,0.8421052631578947,0.9473684210526316,0.9473684210526316,1.0,0.8,0.8421052631578947,0.057371043319596984
133,hg54,L2,0.1463584254488035,0.03924898609065006,0.7355072463768115,0.8597222222222222,0.035313009402048484,0.16935524367338256,0.030517841324773327,0.947463768115942,1.0,0.8956521739130435,0.9826086956521739,1.0,1.0,0.43130434782608695,0.6108695652173913,0.1463584254488035
134,hg55,L1,0.06928995160692482,0.023184023598102264,0.7539682539682541,0.8700680272108843,0.01926503708640313,0.08615586502850377,0.015493704195075467,0.8703703703703705,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6333333333333334,0.7222222222222222,0.06928995160692482
135,hg55,L2,0.13266214175993354,0.022275979925999126,0.7369565217391305,0.8494983277591974,0.01795482296570331,0.08421558460317445,0.02828366365648738,0.8891304347826086,0.825,0.71,0.8,0.95,1.0,0.533,0.655,0.13266214175993354
136,hg56,L1,0.16012968547967363,0.021820675752215014,0.6565656565656565,0.7291666666666667,0.024310923271783528,0.1114066461072115,0.0349431621295274,0.76010101010101,0.6666666666666666,0.5611111111111111,0.6222222222222222,0.7777777777777778,0.875,0.4122222222222222,0.5027777777777778,0.16012968547967363
137,hg56,L2,0.14758025205239264,0.0213392437026083,0.6447058823529411,0.7076470588235294,0.01843267621588942,0.09030130264572915,0.03012469280330765,0.7552941176470589,0.6470588235294118,0.5882352941176471,0.6470588235294118,0.7058823529411765,0.8823529411764706,0.4541176470588235,0.5882352941176471,0.14758025205239264
138,hg57,L1,0.13833643539397442,0.02696634234435858,0.647342995169082,0.6616257088846882,0.01710949368336125,0.08025063881503702,0.02949342712407697,0.7294685990338164,0.6111111111111112,0.5555555555555556,0.5777777777777778,0.7222222222222222,0.8333333333333334,0.5122222222222222,0.5555555555555556,0.13833643539397442
139,hg57,L2,0.16775957455180068,0.02015615268980751,0.6293859649122807,0.6520270270270271,0.019475372405125726,0.09340060490875661,0.034980289390132875,0.6885964912280702,0.5657894736842105,0.4526315789473684,0.5263157894736842,0.6842105263157895,0.8026315789473684,0.4210526315789473,0.4210526315789473,0.16775957455180068
140,hg58,L1,0.1931132661523124,0.03578095606057777,0.5294117647058824,0.6441791044776118,0.03053543128965832,0.14959245147095715,0.03941908038628726,0.628235294117647,0.4705882352941176,0.4117647058823529,0.4705882352941176,0.5882352941176471,0.8823529411764706,0.26352941176470585,0.36470588235294116,0.1931132661523124
141,hg58,L2,0.20240911753755192,0.040653883734449704,0.6135265700483093,0.6509661835748792,0.02421900720705293,0.11359721309123828,0.04315376885591302,0.71256038647343,0.6388888888888888,0.4,0.6111111111111112,0.7222222222222222,0.8333333333333334,0.2155555555555555,0.3888888888888889,0.20240911753755192
142,hg59,L1,0.19569324883506575,0.03726708074534162,0.6293995859213249,0.7969247083775185,0.03732981379127288,0.17509234691786027,0.04172194083759275,0.8923395445134574,0.9285714285714286,0.5714285714285714,0.761904761904762,1.0,1.0,0.4019047619047618,0.48571428571428565,0.19569324883506575
143,hg59,L2,0.19858185102361112,0.027530712883605937,0.6414141414141414,0.7727272727272727,0.03761156558659994,0.17235784630639042,0.043334112569530556,0.8535353535353534,0.625,0.5555555555555556,0.6111111111111112,1.0,1.0,0.46777777777777774,0.5555555555555556,0.19858185102361112
144,hg60,L1,0.2687974443995003,0.026712315807891743,0.6386363636363636,0.6564344746162928,0.03383284675733927,0.15504158124134843,0.058656411217685424,0.7045454545454546,0.5,0.4,0.46,0.675,1.0,0.2605,0.305,0.2687974443995003
145,hg60,L2,0.1979037574154119,0.030874933824502626,0.5679824561403509,0.7366666666666667,0.03501322501464163,0.16791752825805978,0.04126578601716808,0.8245614035087719,0.618421052631579,0.5789473684210527,0.5789473684210527,0.9736842105263158,1.0,0.5263157894736842,0.5342105263157895,0.1979037574154119
146,hg61,L1,0.17324628175132117,0.02901238301223068,0.5279503105590061,0.6634460547504025,0.028741397223695432,0.1348091024973664,0.036936231375327595,0.7018633540372671,0.5714285714285714,0.5238095238095238,0.5714285714285714,0.6666666666666666,0.8095238095238095,0.43904761904761896,0.4809523809523809,0.17324628175132117
147,hg61,L2,0.26975176069248225,0.0439980738751431,0.6221590909090909,0.7301136363636364,0.024070014370468684,0.1103026628313476,0.05886466010575778,0.6818181818181818,0.5,0.31875,0.4,0.625,1.0,0.21375,0.3125,0.26975176069248225
148,hg62,L1,0.0969171116189075,0.027824821832093456,0.6854219948849105,0.7918313570487483,0.01757009294787472,0.08241104086427407,0.020662797624267735,0.8388746803069055,0.7647058823529411,0.7176470588235294,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.66,0.7058823529411765,0.0969171116189075
149,hg62,L2,0.11415770612861388,0.027840617709386603,0.6746411483253586,0.8008373205741628,0.023713550068451397,0.10866913818480377,0.024911253785566537,0.8684210526315789,0.8421052631578947,0.7894736842105263,0.8421052631578947,0.8947368421052632,0.9473684210526316,0.5178947368421052,0.6894736842105263,0.11415770612861388
150,hg63,L1,0.14903269373413638,0.032841461446245446,0.7204545454545455,0.8443181818181817,0.029144169656224666,0.13355536351628466,0.032521600002850044,0.9227272727272727,0.9624999999999999,0.66,0.87,1.0,1.0,0.521,0.6025,0.14903269373413638
151,hg63,L2,0.22934652033307348,0.04120899000810288,0.5854166666666667,0.7629870129870128,0.0392287215723996,0.1881343395361717,0.047822055303279806,0.8520833333333333,0.65,0.5,0.5900000000000001,1.0,1.0,0.3615,0.41500000000000004,0.22934652033307348
152,hg64,L1,0.22328966981029583,0.030564369612668077,0.5785714285714286,0.7317073170731707,0.0403982336612087,0.1760918180267519,0.05122616346524443,0.8214285714285714,0.6071428571428572,0.5190476190476191,0.5714285714285714,0.9761904761904763,1.0,0.36047619047619045,0.469047619047619,0.22328966981029583
153,hg64,L2,0.26252980749943405,0.0353770566861794,0.6303854875283447,0.6995884773662552,0.040842455228969565,0.18265301251993535,0.05870344956886687,0.7278911564625851,0.4761904761904761,0.3809523809523809,0.4761904761904761,0.7619047619047619,1.0,0.25714285714285706,0.3333333333333333,0.26252980749943405
154,hg65,L1,0.15418522749973484,0.036867204303149256,0.696969696969697,0.8181818181818182,0.03185867414437484,0.1459947858075302,0.03364597505054866,0.9141414141414141,0.875,0.6722222222222222,0.7888888888888889,1.0,1.0,0.49111111111111105,0.6666666666666666,0.15418522749973484
155,hg65,L2,0.07785152893948234,0.030703790777680748,0.7936507936507937,0.8612244897959184,0.017332927514765808,0.07751520834418568,0.017408131086097463,0.9153439153439153,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8888888888888888,1.0,0.7333333333333333,0.7777777777777778,0.07785152893948234
156,hg66,L1,0.1770981389791555,0.025601865472895374,0.547846889952153,0.6004784688995216,0.030381250152345666,0.13922437853051267,0.03864598225275188,0.5980861244019139,0.4736842105263157,0.4210526315789473,0.431578947368421,0.5789473684210527,0.6710526315789473,0.28526315789473683,0.37105263157894736,0.1770981389791555
157,hg66,L2,0.267687181652712,0.025146716760010925,0.48641304347826086,0.6623641304347826,0.029003675393461197,0.13603929615829338,0.05707109888757262,0.7010869565217391,0.4375,0.325,0.4,0.625,1.0,0.3125,0.3125,0.267687181652712
158,hg67,L1,0.1084858313456618,0.02379345944286877,0.5392561983471075,0.6064171122994652,0.015475937764689217,0.07091965625711402,0.023673549236748005,0.6177685950413223,0.5454545454545454,0.5,0.5454545454545454,0.5909090909090909,0.6704545454545454,0.46409090909090905,0.5,0.1084858313456618
159,hg67,L2,0.13623099609677916,0.020947639977376982,0.618181818181818,0.6570771001150747,0.019548205156922245,0.08958112983212228,0.029728040552986862,0.6295454545454544,0.5625,0.5,0.51,0.65,0.7,0.3605,0.405,0.13623099609677916
160,hg68,L1,0.12537540540244554,0.02503910298958094,0.4595141700404858,0.5943589743589743,0.015727127449222132,0.07863563724611067,0.025075081080489107,0.7530364372469636,0.6842105263157895,0.631578947368421,0.631578947368421,0.7368421052631579,0.8421052631578947,0.48684210526315785,0.5526315789473684,0.12537540540244554
161,hg68,L2,0.1451344204522139,0.027037011669191553,0.616,0.5948717948717949,0.023395240501147,0.11461280327501032,0.029625439518539916,0.556,0.45,0.35,0.4,0.55,0.7,0.312,0.35,0.1451344204522139
162,hg69,L1,0.11529711200321187,0.025478044732994677,0.7923809523809523,0.9175308641975309,0.020469518033433488,0.10027974892522123,0.02353492443536589,0.9638095238095238,1.0,0.9428571428571428,1.0,1.0,1.0,0.5333333333333332,0.7523809523809524,0.11529711200321187
163,hg69,L2,0.14452070518066146,0.019593299530370378,0.7763157894736842,0.8914473684210525,0.02612740062599099,0.12530261154434807,0.030134650159860873,0.9320175438596493,1.0,0.6263157894736843,0.9578947368421054,1.0,1.0,0.5789473684210527,0.5789473684210527,0.14452070518066146
164,hg70,L1,0.2027981605593092,0.02957173451560661,0.551487414187643,0.608695652173913,0.031981644885669895,0.15000721119682245,0.04323671310684482,0.6109839816933639,0.49999999999999994,0.4210526315789473,0.44210526315789467,0.5789473684210527,0.6842105263157894,0.24526315789473677,0.3736842105263158,0.2027981605593092
165,hg70,L2,0.20527678215052095,0.029675234918838545,0.5050505050505051,0.6402597402597402,0.025751988501345798,0.11801043660304952,0.0447950663153201,0.7070707070707072,0.5555555555555556,0.5,0.5555555555555556,0.6666666666666666,0.8888888888888888,0.31277777777777777,0.4472222222222222,0.20527678215052095
166,hg71,L1,0.23305913054703126,0.03272213159762683,0.5708884688090737,0.7440156326331216,0.03486458491509161,0.1635293985454479,0.0496883735858428,0.7693761814744802,0.5652173913043478,0.4347826086956521,0.5391304347826087,0.6956521739130435,1.0,0.4347826086956521,0.4347826086956521,0.23305913054703126
167,hg71,L2,0.1570706904997204,0.029947043206724044,0.6166666666666666,0.8046398046398047,0.01817200984876339,0.08126769861926121,0.03512207412302052,0.8738095238095237,0.75,0.65,0.7,0.95,1.0,0.53,0.65,0.1570706904997204
168,hg72,L1,0.18361098823851021,0.023077275342057,0.6495098039215687,0.6306818181818182,0.023248533016221536,0.11149604750997177,0.03828553762699341,0.6421568627450981,0.5147058823529411,0.4117647058823529,0.4705882352941176,0.6470588235294118,0.7647058823529411,0.3076470588235294,0.36176470588235293,0.18361098823851021
169,hg72,L2,0.14250249406810314,0.020103703275226443,0.6270022883295195,0.6882151029748284,0.022871590516026327,0.10727726860859796,0.030381633817780713,0.782608695652174,0.7368421052631579,0.631578947368421,0.6736842105263158,0.7894736842105263,0.8947368421052632,0.4852631578947368,0.5368421052631579,0.14250249406810314
170,hg73,L1,0.12416118556135006,0.011445523142259597,0.534,0.6302564102564103,0.01637951179827852,0.08024289228335857,0.025344295873693818,0.7279999999999999,0.65,0.55,0.65,0.8,0.8,0.462,0.51,0.12416118556135006
171,hg73,L2,0.18397183757369004,0.024590370452110585,0.6269841269841271,0.6435185185185184,0.02248385446364191,0.10055085395383076,0.04113735347603209,0.6825396825396824,0.5555555555555556,0.5,0.5555555555555556,0.6666666666666666,0.8333333333333334,0.2777777777777778,0.5,0.18397183757369004
172,hg74,L1,0.19985817277497747,0.01746525778283455,0.4760869565217391,0.6363636363636364,0.024670866487807433,0.11571662098291169,0.04260990560514856,0.7304347826086957,0.6,0.46,0.54,0.8,0.9,0.28300000000000003,0.405,0.19985817277497747
173,hg74,L2,0.1876889630321953,0.02361057844385028,0.4933837429111533,0.5964083175803403,0.02587147092082787,0.12134795493686461,0.040015421370505726,0.6899810964083175,0.5869565217391304,0.44347826086956516,0.5652173913043478,0.6521739130434783,0.8260869565217391,0.3478260869565217,0.3565217391304347,0.1876889630321953
174,hg75,L1,0.15775799752835398,0.025578900628950955,0.5238095238095238,0.5471898197242843,0.014833318532854935,0.06957443101698373,0.03363411808387169,0.5838509316770186,0.4761904761904761,0.3904761904761904,0.4476190476190476,0.5714285714285714,0.6904761904761905,0.29619047619047617,0.33809523809523806,0.15775799752835398
175,hg75,L2,0.19542925214151688,0.02151657414559676,0.5666666666666665,0.6022222222222222,0.027462095088806805,0.13453624047073712,0.039891829046702756,0.6755555555555555,0.5,0.41111111111111115,0.5,0.7222222222222222,0.8333333333333334,0.24888888888888888,0.34444444444444444,0.19542925214151688
176,hg76,L1,0.15587044534412958,0.019365604442269476,0.5263157894736842,0.5733805668016194,0.015067379685944179,0.07533689842972088,0.03117408906882592,0.6214574898785425,0.4736842105263157,0.4210526315789473,0.4736842105263157,0.631578947368421,0.7368421052631579,0.3684210526315789,0.381578947368421,0.15587044534412958
177,hg76,L2,0.1643768745100659,0.026965407237248138,0.5167464114832536,0.5753424657534245,0.02329482118995311,0.1067502814034214,0.03586997475917306,0.6244019138755981,0.48684210526315785,0.4736842105263157,0.4736842105263157,0.5789473684210527,0.7763157894736842,0.33789473684210525,0.4236842105263157,0.1643768745100659
178,hg77,L1,0.11785113019775792,0.023773782697841177,0.7476190476190476,0.8701298701298702,0.016813996752471413,0.07519447942397357,0.026352313834736494,0.9333333333333332,0.9,0.85,0.9,1.0,1.0,0.5700000000000001,0.65,0.11785113019775792
179,hg77,L2,0.10787883516815064,0.037572919307123566,0.6893939393939392,0.8649167733674775,0.018595352511433596,0.08521461045803164,0.02354109181151021,0.9469696969696969,0.9583333333333333,0.8388888888888889,0.8999999999999999,1.0,1.0,0.6227777777777778,0.6749999999999999,0.10787883516815064
180,hg78,L1,0.1967320242588853,0.033216829862699304,0.6851851851851852,0.8607142857142858,0.021049968016718705,0.10095210017930409,0.04102146276460369,0.886574074074074,0.9305555555555556,0.5722222222222223,0.8,1.0,1.0,0.35888888888888887,0.4611111111111111,0.1967320242588853
181,hg78,L2,0.12387694817561122,0.03326023517757523,0.6837944664031621,0.8469696969696968,0.030168250854471314,0.138248293125031,0.027032166279755247,0.9505928853754941,1.0,0.8,0.9652173913043478,1.0,1.0,0.5330434782608695,0.7413043478260869,0.12387694817561122
182,hg79,L1,0.09473200896279108,0.020829824102327445,0.6698564593301436,0.8582535885167464,0.020540372539434495,0.09412781196455089,0.02067221913367739,0.937799043062201,0.8947368421052632,0.8421052631578947,0.8526315789473684,1.0,1.0,0.6647368421052632,0.7921052631578948,0.09473200896279108
183,hg79,L2,0.09646008638596187,0.021935283221053224,0.7380952380952381,0.8809523809523809,0.01794384043742441,0.08024729399098107,0.021569131027451276,0.9610389610389609,1.0,0.8636363636363636,1.0,1.0,1.0,0.6545454545454545,0.7272727272727273,0.09646008638596187
184,hg80,L1,0.14522666459188804,0.029678755271111648,0.6600790513833993,0.8398989898989897,0.027428385536236253,0.12569265291023457,0.0316910563532519,0.9328063241106719,1.0,0.6739130434782609,0.9304347826086957,1.0,1.0,0.5308695652173913,0.5695652173913043,0.14522666459188804
185,hg80,L2,0.11539713717515127,0.0367063120698667,0.6165413533834586,0.8030888030888034,0.03123000843821338,0.1396648436114743,0.02580358431325063,0.9147869674185463,0.8947368421052632,0.7894736842105263,0.8421052631578947,1.0,1.0,0.631578947368421,0.631578947368421,0.11539713717515127
186,hg81,L1,0.10129200909564362,0.029565785335340766,0.6693121693121695,0.8380952380952381,0.026859120880505363,0.12011764020938799,0.02264958179153861,0.9497354497354499,0.9444444444444444,0.7777777777777778,0.9444444444444444,1.0,1.0,0.6444444444444445,0.7777777777777778,0.10129200909564362
187,hg81,L2,0.09490797952995751,0.034659267442537674,0.5938375350140055,0.7956043956043958,0.019922160645988493,0.08909461092620279,0.021222069383614352,0.9215686274509804,0.8823529411764706,0.7647058823529411,0.8823529411764706,0.9411764705882352,1.0,0.7058823529411765,0.7058823529411765,0.09490797952995751
188,hg82,L1,0.1748270094007169,0.017011461124542764,0.6994949494949496,0.8155844155844156,0.026500538676505606,0.12144072444219178,0.03815038114769245,0.8762626262626263,0.7916666666666667,0.5555555555555556,0.7333333333333333,0.9722222222222222,1.0,0.5116666666666667,0.5555555555555556,0.1748270094007169
189,hg82,L2,0.1267598238009848,0.0294044980560603,0.6875,0.8303635067712049,0.027896257230129284,0.1308450445522867,0.027025285239480917,0.9293478260869565,0.9375,0.75,0.8625,1.0,1.0,0.555,0.75,0.1267598238009848
