,concept,listnum,first_quarter_sd,first_quarter_se,first_quarter_mean,overall_mean,overall_se,overall_sd,last_quarter_se,last_quarter_mean,last_quarter_firstquartile,last_quarter_firstdecile,last_quarter_firstquintile,last_quarter_median,last_quarter_thirdquartile,last_quarter_firstpercentile,last_quarter_fifthpercentile,last_quarter_sd
190,hg83,L1,0.09685051269352725,0.02671146505814986,0.6875,0.8638565891472868,0.019753052499166566,0.09473231185715411,0.020194727905418118,0.9526515151515151,0.9886363636363636,0.7863636363636364,0.9363636363636364,1.0,1.0,0.6677272727272727,0.7727272727272727,0.09685051269352725
191,hg83,L2,0.07926334815411495,0.030405927136660144,0.6796536796536796,0.8653198653198652,0.022567947821706954,0.10341932917278587,0.01729668060723191,0.9545454545454546,0.9523809523809524,0.8142857142857143,0.9142857142857143,1.0,1.0,0.7619047619047619,0.7642857142857142,0.07926334815411495
192,hg84,L1,0.17818403295771265,0.023133695843738304,0.5561497326203206,0.7513774104683196,0.027476375582152945,0.12591257092825223,0.038882943745772586,0.8368983957219253,0.7058823529411765,0.5882352941176471,0.6588235294117648,0.8823529411764706,1.0,0.4829411764705882,0.5323529411764706,0.17818403295771265
193,hg84,L2,0.17691273542116917,0.018911180953080968,0.7037037037037036,0.8336686787391011,0.02792684379445447,0.12489264224283673,0.039558890248716914,0.8862433862433864,0.8888888888888888,0.6666666666666666,0.7222222222222222,1.0,1.0,0.3888888888888889,0.6111111111111112,0.17691273542116917
194,hg85,L1,0.09351382096109538,0.0246582305792825,0.7363636363636363,0.8937499999999999,0.015002479953724479,0.06875,0.020406388718036555,0.9522727272727273,0.9624999999999999,0.76,0.95,1.0,1.0,0.7104999999999999,0.75,0.09351382096109538
195,hg85,L2,0.12950372277413977,0.027792747098859028,0.6445012787723783,0.8319273199221288,0.01957573410642227,0.09181833176287603,0.027610286466164983,0.9181585677749361,0.9117647058823528,0.6823529411764706,0.8823529411764706,1.0,1.0,0.5882352941176471,0.5941176470588235,0.12950372277413977
196,hg86,L1,0.1297438058064564,0.020766547705521946,0.725108225108225,0.8917748917748919,0.014419703593092284,0.0660793832141721,0.02831241957427321,0.932900432900433,0.8690476190476191,0.8142857142857143,0.8571428571428571,1.0,1.0,0.5085714285714285,0.8095238095238095,0.1297438058064564
197,hg86,L2,0.1722200201768553,0.028802949477579696,0.6108695652173913,0.823913043478261,0.026914273439874927,0.12623913230658648,0.03671743167248324,0.9152173913043476,0.95,0.63,0.92,1.0,1.0,0.42200000000000004,0.51,0.1722200201768553
198,hg87,L1,0.22207697273283833,0.023118919848016263,0.584090909090909,0.6564344746162928,0.02327155527609363,0.10664366359204801,0.04846116845975598,0.7000000000000001,0.5625,0.405,0.51,0.65,0.9,0.3105,0.3525,0.22207697273283833
199,hg87,L2,0.16242232924397837,0.031556800536722183,0.6343490304709141,0.8282548476454293,0.0288568789806132,0.12242936886642686,0.038283310141510395,0.8975069252077563,0.8421052631578947,0.5789473684210527,0.7999999999999999,1.0,1.0,0.5357894736842105,0.5736842105263158,0.16242232924397837
200,hg88,L1,0.16964253483472377,0.03159133383815488,0.6058201058201058,0.7047619047619046,0.026786659091424733,0.11979358123707691,0.037933223976581845,0.7645502645502646,0.6111111111111112,0.5555555555555556,0.6111111111111112,0.7222222222222222,0.9444444444444444,0.5111111111111111,0.5555555555555556,0.16964253483472377
201,hg88,L2,0.23149044540779443,0.03172306659837448,0.5389610389610389,0.6298701298701298,0.024062143711507784,0.10760917804660099,0.05176283720735324,0.6666666666666666,0.5454545454545454,0.3636363636363636,0.5,0.5909090909090909,0.9090909090909092,0.2454545454545454,0.3181818181818182,0.23149044540779443
202,hg89,L1,0.1646788194438107,0.031075420322663767,0.6342105263157896,0.6355263157894737,0.022867034729411186,0.09701661193676964,0.0388151699821712,0.5842105263157895,0.475,0.4,0.43000000000000005,0.55,0.725,0.277,0.385,0.1646788194438107
203,hg89,L2,0.17817416127494962,0.019725209175684495,0.6580086580086578,0.7514029180695847,0.022544346912421527,0.10331117621951563,0.03888078956798696,0.761904761904762,0.6785714285714286,0.5714285714285714,0.6285714285714286,0.7619047619047619,0.9285714285714286,0.3909523809523809,0.43571428571428567,0.17817416127494962
204,hg90,L1,0.17440148800114416,0.02341376003101959,0.5021739130434782,0.6683389074693422,0.02927639739247445,0.1373184757205157,0.03718252217532834,0.7956521739130433,0.675,0.5700000000000001,0.65,0.85,0.9,0.344,0.505,0.17440148800114416
205,hg90,L2,0.2085369375458162,0.03305807401089697,0.6861111111111111,0.6319444444444444,0.027841666294715135,0.12135900979844577,0.04784165456619292,0.6611111111111111,0.5416666666666667,0.3333333333333333,0.4888888888888889,0.6388888888888888,0.8333333333333334,0.28833333333333333,0.33055555555555555,0.2085369375458162
206,hg91,L1,0.13102143203103886,0.03547358165943682,0.5404040404040406,0.6950757575757577,0.025083988453680078,0.11494927582038726,0.02859122047351177,0.8484848484848485,0.7361111111111112,0.7222222222222222,0.7222222222222222,0.8333333333333334,1.0,0.6111111111111112,0.6166666666666667,0.13102143203103886
207,hg91,L2,0.11097150309380599,0.011707753761080698,0.7173913043478262,0.8126262626262626,0.016850762237613823,0.0772198934715688,0.024215967281447245,0.8517786561264825,0.782608695652174,0.7391304347826086,0.782608695652174,0.8260869565217391,0.9456521739130435,0.6178260869565217,0.6565217391304348,0.11097150309380599
208,hg92,L1,0.15004616094893086,0.024231894701091414,0.7552631578947369,0.845945945945946,0.02382125588100062,0.10383444709350566,0.03442295012855939,0.8763157894736843,0.7368421052631579,0.6842105263157895,0.7368421052631579,1.0,1.0,0.5563157894736842,0.6763157894736842,0.15004616094893086
209,hg92,L2,0.08288944276699067,0.026352313834736494,0.6583333333333333,0.8247863247863249,0.021603123254866317,0.10360493950769796,0.017283643590076496,0.9270833333333334,0.8875,0.8150000000000001,0.85,0.95,1.0,0.723,0.8,0.08288944276699067
210,hg93,L1,0.07834947957294891,0.0297390766128506,0.6666666666666667,0.7595029239766082,0.021110422628938086,0.08956393796781639,0.01846714943615635,0.7836257309941521,0.7222222222222222,0.6666666666666666,0.7222222222222222,0.7777777777777778,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.07834947957294891
211,hg93,L2,0.15274688726860502,0.028229954700369035,0.5590909090909091,0.7825086306098964,0.02612066363005094,0.11969991828718843,0.03333210347986996,0.8795454545454544,0.8625,0.755,0.85,0.9,0.95,0.3735,0.655,0.15274688726860502
212,hg94,L1,0.06956921756824529,0.014313972445220596,0.7386363636363636,0.8612750885478158,0.009058579384538891,0.04151162571841596,0.015181247883111223,0.943181818181818,0.9,0.855,0.9,0.95,1.0,0.7605,0.8025,0.06956921756824529
213,hg94,L2,0.09072853642915449,0.03795160418692951,0.6926406926406927,0.8063973063973063,0.0216041574125571,0.09900268666878423,0.01979858980376947,0.9415584415584416,0.9047619047619048,0.8571428571428571,0.9047619047619048,1.0,1.0,0.6590476190476191,0.8119047619047619,0.09072853642915449
214,hg95,L1,0.1628404533048044,0.026201123178887592,0.8260869565217392,0.8972826086956521,0.03121023985383893,0.13604228152654954,0.037358162098736644,0.9413043478260871,0.9565217391304348,0.8652173913043478,0.9565217391304348,1.0,1.0,0.3682608695652174,0.7978260869565218,0.1628404533048044
215,hg95,L2,0.09794478059053867,0.025266006840021425,0.7826086956521741,0.9106933019976499,0.020154014990805536,0.09453070953659193,0.020881897385195934,0.9702517162471397,1.0,0.9473684210526316,1.0,1.0,1.0,0.6073684210526316,0.9,0.09794478059053867
216,hg96,L1,0.027969857439216008,0.03533930125443806,0.8119047619047618,0.9291819291819289,0.012278501441464452,0.05491112776988733,0.006254250255506519,0.9428571428571427,0.95,0.9,0.9,0.95,0.95,0.9,0.9,0.027969857439216008
217,hg96,L2,0.03441236008058427,0.041700792750880684,0.781578947368421,0.9146666666666668,0.013063945294843615,0.05694441734416699,0.007894736842105265,0.9921052631578947,1.0,1.0,1.0,1.0,1.0,0.8721052631578947,0.9921052631578947,0.03441236008058427
218,hg97,L1,0.15771278900305694,0.030256039059250363,0.6746031746031745,0.7391304347826086,0.028585927648045725,0.12784015484184183,0.03526565171319166,0.806878306878307,0.7222222222222222,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.9444444444444444,0.5111111111111111,0.5555555555555556,0.15771278900305694
219,hg97,L2,0.1614916265771865,0.023561528217919007,0.6068181818181818,0.7154663518299882,0.02678921333954247,0.1227635979367741,0.03524036204245235,0.775,0.675,0.55,0.65,0.8,0.9,0.42100000000000004,0.5025000000000001,0.1614916265771865
220,hg98,L1,0.13416754013917137,0.026746053789852627,0.6982097186700768,0.8267358857884489,0.02410188769956301,0.1130478739075248,0.028604615669341454,0.9156010230179028,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.9411764705882352,1.0,0.4564705882352941,0.8235294117647058,0.13416754013917137
221,hg98,L2,0.17554920106866304,0.03451502499754587,0.6014492753623187,0.7189666036546944,0.029703250959321463,0.13932059641759176,0.03742721542349405,0.8019323671497586,0.75,0.5222222222222223,0.7222222222222222,0.8333333333333334,0.9722222222222222,0.4011111111111111,0.44999999999999996,0.17554920106866304
222,hg99,L1,0.08032023946008429,0.030759729594290006,0.6991341991341989,0.8749999999999999,0.016776554136582,0.07687982923141155,0.0175273131982293,0.9458874458874459,0.9047619047619048,0.9047619047619048,0.9047619047619048,1.0,1.0,0.6966666666666667,0.8142857142857143,0.08032023946008429
223,hg99,L2,0.1316824568464219,0.029683947992692333,0.6246498599439775,0.7978021978021979,0.028807142642304953,0.12882945837145354,0.029445092495278196,0.9103641456582633,0.8823529411764706,0.7058823529411765,0.8235294117647058,1.0,1.0,0.6,0.6470588235294118,0.1316824568464219
